f1,precision,recall,occluded_keep,stale_clear_absence,external_stale_absence,clear_missing,survival,deletion_events,stale_duration,cert_precision,cert_recall,id_switches,reappear_error,family,swap,ambiguity,policy,seed
0.980162288354287,0.9934133425301219,0.9673012651036665,0.907369163591793,0.09582082434249617,0.0,0.0003631082062454612,1.0,3.0,9.0,1.0,1.0,0.0,0.0,E_association,0.0,low,oracle_visibility,0
0.9778047516588103,0.9860796109263545,0.969781053793746,0.9176833988422682,0.06401240550494282,0.0,0.0012293309900980787,1.0,5.666666666666667,17.0,1.0,1.0,0.0,0.0,E_association,0.0,low,oracle_visibility,1
0.9715791496968899,0.9876464335414797,0.9561907134746677,0.8726419065311118,0.05846502648828231,0.0,0.0003944773175542406,1.0,5.0,15.0,1.0,1.0,0.0,0.0,E_association,0.0,low,oracle_visibility,2
0.977361423631273,0.98764701000148,0.9673012651036665,0.907369163591793,0.20317728367263968,0.0,0.0003631082062454612,1.0,2.6666666666666665,17.0,0.8771813584486997,0.9912302852243866,0.0,0.0,E_association,0.0,low,certificate,0
0.9613360742258141,0.9537284652173138,0.969781053793746,0.9176833988422682,0.18889965755637395,0.0,0.0012293309900980787,1.0,5.333333333333333,58.333333333333336,0.7616475557865673,0.9968593985835366,0.0,0.0,E_association,0.0,low,certificate,1
0.9614038537148316,0.9667333971448536,0.9561907134746677,0.8726419065311118,0.13924181656739795,0.0,0.0003944773175542406,1.0,5.0,40.666666666666664,0.7982965010469373,0.9921096377594507,0.0,0.0,E_association,0.0,low,certificate,2
0.82549739042271,0.9938854287792628,0.7060640155653334,0.15685148300886972,0.03750742721330957,0.0,0.001780468601689714,0.9350296442687748,27.333333333333332,6.0,0.8771813584486997,0.9912302852243866,0.0,0.0,E_association,0.0,low,ttl_short,0
0.8220340254038607,0.9876253592925707,0.7042038056682919,0.16416950934261418,0.04284938941655359,0.0,0.0029658656157362496,0.9288499025341131,27.333333333333332,11.0,0.7616475557865673,0.9968593985835366,0.0,0.0,E_association,0.0,low,ttl_short,1
0.8177112662397716,0.9893278307385476,0.6972904427593359,0.1523592613194705,0.039597737272155875,0.0,0.001199969842671161,0.9565826330532213,26.333333333333332,9.666666666666666,0.7982965010469373,0.9921096377594507,0.0,0.0,E_association,0.0,low,ttl_short,2
0.9572191956497935,0.9496186368081266,0.9651957158707622,0.9020129605749411,0.6450404457370401,0.0,0.0006971095422508051,0.9855072463768115,3.3333333333333335,72.0,0.8771813584486997,0.9912302852243866,0.0,0.0,E_association,0.0,low,long_memory,0
0.9318276085803318,0.9050570163372565,0.9610913228194166,0.8926897682512359,0.46621696711248944,0.0,0.0012293309900980787,1.0,7.333333333333333,126.0,0.7616475557865673,0.9968593985835366,0.0,0.0,E_association,0.0,low,long_memory,1
0.9269681496515684,0.9064128237328521,0.9486259389309705,0.8522676730921779,0.4795713487573952,0.0,0.0003944773175542406,1.0,6.333333333333333,124.33333333333333,0.7982965010469373,0.9921096377594507,0.0,0.0,E_association,0.0,low,long_memory,2
0.9778047516588103,0.9860796109263545,0.969781053793746,0.9176833988422682,0.06401240550494282,0.0,0.0012293309900980787,1.0,5.666666666666667,17.0,1.0,1.0,0.0,0.0,E_association,0.0,high,oracle_visibility,0
