motion,motion_model,policy,f1,precision,recall,occluded_keep,stale_clear_absence,external_stale_absence,clear_missing,survival,deletion_events,stale_duration,cert_precision,cert_recall,id_switches,reappear_error,seed
drift,correct,cert_hazard,0.9567783374852784,0.9703354065567812,0.9440058678346586,0.8453007097232766,0.13313378698892495,0.0,0.0009775507229922255,1.0,4.333333333333333,34.666666666666664,0.8138211635118872,0.9941911196322089,0.0,0.0,1.0
drift,correct,certificate,0.9567783374852784,0.9703354065567812,0.9440058678346586,0.8453007097232766,0.13313378698892495,0.0,0.0009775507229922255,1.0,4.333333333333333,34.666666666666664,0.8138211635118872,0.9941911196322089,0.0,0.0,1.0
drift,correct,long_memory,0.9239203573385711,0.913399408771768,0.9355552784753721,0.8222505108750009,0.5507517629974273,0.0,0.0010925725771445145,0.9941520467836257,5.777777777777779,112.22222222222221,0.8138211635118872,0.9941911196322089,0.0,0.0,1.0
drift,wrong,cert_hazard,0.9617148458168119,0.977578536380529,0.9469274085591174,0.8563390407057573,0.1500168324974888,0.0,0.0006735283536091525,1.0,4.444444444444444,28.0,0.8350410858339169,0.9936686033812651,0.0,0.3135859449263793,1.0
drift,wrong,certificate,0.9617148458168119,0.977578536380529,0.9469274085591174,0.8563390407057573,0.1500168324974888,0.0,0.0006735283536091525,1.0,4.444444444444444,28.0,0.8350410858339169,0.9936686033812651,0.0,0.3135859449263793,1.0
drift,wrong,long_memory,0.9270683352303474,0.9175638468318904,0.9375972694150518,0.8311285036678582,0.5537058384866671,0.0,0.0007926185048536447,0.9941520467836257,6.111111111111111,109.44444444444444,0.8350410858339169,0.9936686033812651,0.0,0.3135859449263793,1.0
external,correct,cert_hazard,0.9722986002947636,0.9798997856308916,0.965070171867216,0.8989967827816475,0.16411675400919032,0.0,0.00013180440226703572,1.0,3.6666666666666665,26.555555555555554,0.8438560214048465,0.9933792362522468,0.0,0.0,1.0
external,correct,certificate,0.9722986002947636,0.9798997856308916,0.965070171867216,0.8989967827816475,0.16411675400919032,0.0,0.00013180440226703572,1.0,3.6666666666666665,26.555555555555554,0.8438560214048465,0.9933792362522468,0.0,0.0,1.0
external,correct,long_memory,0.9413420452052995,0.9309616506667432,0.952590620106089,0.864648703361507,0.5657682461749193,0.0,0.0004004386859102913,0.9879084967320262,6.0,94.55555555555556,0.8438560214048465,0.9933792362522468,0.0,0.0,1.0
external,wrong,cert_hazard,0.9687782412449787,0.9735457925921192,0.9644009048618697,0.9028832723191748,0.19661559319671937,0.0,0.0007490462177409432,1.0,3.777777777777778,34.88888888888889,0.8340956848723687,0.9956056864295796,0.0,0.2907993971599477,1.0
external,wrong,certificate,0.9687782412449787,0.9735457925921192,0.9644009048618697,0.9028832723191748,0.19661559319671937,0.0,0.0007490462177409432,1.0,3.777777777777778,34.88888888888889,0.8340956848723687,0.9956056864295796,0.0,0.2907993971599477,1.0
external,wrong,long_memory,0.9426189919255236,0.9309372179254684,0.9551169352430083,0.8771014027492244,0.5174872984543651,0.0,0.0009867170436470634,0.9955555555555556,6.5555555555555545,94.77777777777777,0.8340956848723687,0.9956056864295796,0.0,0.2907993971599477,1.0
robot_contact,correct,cert_hazard,0.9616832200806344,0.973262881002405,0.9505661679586511,0.8651147911960705,0.1844414053039165,0.0,0.0012972319993633302,1.0,4.222222222222222,35.333333333333336,0.8291778515245816,0.9924543238887752,0.0,0.0,1.0
robot_contact,correct,certificate,0.9616832200806344,0.973262881002405,0.9505661679586511,0.8651147911960705,0.1844414053039165,0.0,0.0012972319993633302,1.0,4.222222222222222,35.333333333333336,0.8291778515245816,0.9924543238887752,0.0,0.0,1.0
