false_negative,false_positive,mode,policy,f1,precision,recall,occluded_keep,stale_clear_absence,external_stale_absence,clear_missing,survival,deletion_events,stale_duration,cert_precision,cert_recall,id_switches,reappear_error,seed
0.0,0.0,bursty,certificate,0.9292631850264739,0.9632869045874225,0.8983375990564366,0.7198298561549112,0.2025383410028163,0.0,0.0014771333489581734,0.9885361552028219,9.555555555555555,43.888888888888886,0.6787055468101731,0.9039384356083766,0.0,0.0,1.0
0.0,0.0,independent,certificate,0.9598196838929788,0.9661187638601735,0.9540746150293192,0.8653311844085967,0.17615698840762084,0.0,0.00042199602668146195,1.0,5.0,42.888888888888886,0.7933796429081745,0.9953366173056629,0.0,0.0,1.0
0.0,0.25,bursty,certificate,0.9346724651453346,0.960611969199504,0.9102574403772988,0.7386440984078924,0.2590985391829656,0.0,0.0009734618096619622,1.0,9.555555555555555,49.77777777777778,0.4961770740590727,0.8789387252402497,0.0,0.0,1.0
0.0,0.25,independent,certificate,0.9507923397527436,0.9502298246743429,0.9516747970155274,0.8645809427001576,0.29863554588005753,0.0,0.0009162236075732094,1.0,5.111111111111111,62.888888888888886,0.5661964448354487,0.9965138129789795,0.0,0.0,1.0
0.0,0.5,bursty,certificate,0.9273710207204288,0.9527856876816423,0.90391112992734,0.7342651456660736,0.29805954269580903,0.0,0.0,1.0,9.111111111111112,59.333333333333336,0.3982466611736437,0.8827481185994261,0.0,0.0,1.0
0.0,0.5,independent,certificate,0.9604815173508969,0.9501869157698307,0.9712082825214403,0.9210352724890711,0.29267245045713985,0.0,0.0009196702653299769,1.0,4.111111111111112,66.0,0.4480955729146651,0.9953079742988907,0.0,0.0,1.0
0.0,0.75,bursty,certificate,0.9032572223754395,0.901407392230456,0.9063510554129107,0.7339675451116331,0.5042890029779429,0.0,0.0006627636697109704,1.0,8.555555555555555,126.77777777777777,0.3138801393038683,0.8871344390675294,0.0,0.0,1.0
0.0,0.75,independent,certificate,0.9202955918262173,0.8846265435225099,0.9600262301869341,0.8834334222011831,0.6805221458591042,0.0,0.0004977629856507709,1.0,2.777777777777778,161.66666666666666,0.3444864328493548,0.9977567343351041,0.0,0.0,1.0
0.25,0.0,bursty,certificate,0.8971175747896486,0.9766860192883987,0.8304115916265573,0.5391714768957542,0.1028538372765157,0.0,0.001981007638449664,0.949746453014427,20.0,24.88888888888889,0.6437305973431159,0.6689341083008845,0.0,0.0,1.0
0.25,0.0,independent,certificate,0.8988928174083034,0.980544479402374,0.8311215021438576,0.5547610897386351,0.08403428437554229,0.0,0.0014664081294554973,0.9412611641825981,17.666666666666668,19.88888888888889,0.8152840837355647,0.7315068975109358,0.0,0.0,1.0
0.25,0.25,bursty,certificate,0.9041824575864977,0.9803230957959627,0.8394678667175509,0.5384917081278208,0.11414440344413196,0.0,0.0010251324379277253,0.9819865319865321,16.666666666666668,22.0,0.46404743697189826,0.6805993430794118,0.0,0.0,1.0
0.25,0.25,independent,certificate,0.905981082349807,0.9797275497520362,0.8432902234641703,0.5741227092908355,0.10023234058758206,0.0,0.0019941192483389878,0.9760296463082841,18.11111111111111,22.222222222222225,0.5286706884119047,0.7386488773942812,0.0,0.0,1.0
0.25,0.5,bursty,certificate,0.889015190375086,0.9722348390539671,0.8195014187920903,0.5079306371790019,0.1556456544768197,0.0,0.0014575813138902147,0.9779741863075196,19.666666666666668,30.666666666666668,0.35337983943278894,0.6593421712571087,0.0,0.0,1.0
0.25,0.5,independent,certificate,0.9073236659551106,0.9693098033727221,0.8533469695521033,0.6063818481850131,0.17552750012754972,0.0,0.0009322465766938692,0.9868827160493826,17.444444444444446,35.77777777777778,0.4058027158326299,0.7525366990575219,0.0,0.0,1.0
0.25,0.75,bursty,certificate,0.8827753509218675,0.9381409178640459,0.8340215000163194,0.5246383717952563,0.2813464073103885,0.0,0.001220089811888614,0.975887704009479,18.22222222222222,70.11111111111111,0.2657995017896548,0.6725173886138336,0.0,0.0,1.0
0.25,0.75,independent,certificate,0.9053854186814064,0.9503801729370882,0.8650401818999053,0.6218591001405258,0.34604324801343656,0.0,0.0004924320522722729,0.9944444444444445,16.88888888888889,60.444444444444436,0.31344106987898795,0.7442614750326598,0.0,0.0,1.0
0.5,0.0,bursty,certificate,0.842679313343102,0.9855819990386528,0.7365608387754109,0.2916571532547904,0.06265033282053335,0.0,0.0013681287653350088,0.9602586955528132,25.444444444444443,14.0,0.5502841885435612,0.4308821048544081,0.0,0.0,1.0
0.5,0.0,independent,certificate,0.8562763808437488,0.9862796935667455,0.7567135636295313,0.32232310436369266,0.07185563957388376,0.0,0.0019818907952994817,0.964825308036597,25.777777777777782,13.777777777777777,0.8279942192890277,0.48872938468901356,0.0,0.0,1.0
0.5,0.25,bursty,certificate,0.8494935366038536,0.9875535539085872,0.7458387528707245,0.2939943689502518,0.11831282949542045,0.0,0.0019850587622460554,0.946036437712639,25.333333333333332,12.666666666666666,0.39807401692433425,0.45873941009965674,0.0,0.0,1.0
0.5,0.25,independent,certificate,0.8645007779164113,0.9848451726912476,0.7709376646819711,0.34675126854415717,0.09730287631718043,0.0,0.0013396361794575401,0.9597689509970211,25.222222222222218,16.11111111111111,0.45995010974119005,0.49960922183955514,0.0,0.0,1.0
0.5,0.5,bursty,certificate,0.8501482035057123,0.9799736430980089,0.7509564307559052,0.30818907841116555,0.1888636451673188,0.0,0.0015275777766643906,0.9562365672014795,26.555555555555557,21.333333333333332,0.2820681295417174,0.4495619883352185,0.0,0.0,1.0
0.5,0.5,independent,certificate,0.8588717323035343,0.9812683665528263,0.7640906689251376,0.3512941088542287,0.08123523393685238,0.0,0.0013141054324272087,0.9690289648622983,25.111111111111114,18.666666666666668,0.30313142001710525,0.4965414905766381,0.0,0.0,1.0
0.5,0.75,bursty,certificate,0.8352944474143871,0.9486520442958053,0.7470438575427828,0.31242139999504975,0.2640560946702208,0.0,0.0017090985939692029,0.9626625226625228,26.222222222222225,52.444444444444436,0.21759900130580268,0.44843423362438045,0.0,0.0,1.0
0.5,0.75,independent,certificate,0.8604450286619384,0.9673442300169105,0.7750711051206616,0.3749201798848045,0.2347094405446685,0.0,0.0009852176465328058,0.9767048794826573,26.666666666666668,36.11111111111111,0.24997281166568994,0.5105024552888552,0.0,0.0,1.0
0.75,0.0,bursty,certificate,0.8358446521691589,0.9881315816951215,0.7244110815129639,0.21881317202767905,0.04964956327952783,0.0,0.0015631544703524946,0.9729497354497355,26.444444444444443,11.111111111111112,0.4989686145606858,0.22738043025446572,0.0,0.0,1.0
0.75,0.0,independent,certificate,0.8331288070067225,0.9899131653741557,0.7193597193312292,0.21713892951143587,0.05643259348893533,0.0,0.0021669694706777614,0.9478097050560819,26.888888888888886,9.555555555555555,0.8265561384073088,0.24977388432519199,0.0,0.0,1.0
0.75,0.25,bursty,certificate,0.8257717460132428,0.9826355807761437,0.7125212490456722,0.19422397584920426,0.08818367974490114,0.0,0.0009199028288059133,0.9633066189438738,24.888888888888886,16.88888888888889,0.22650142576586907,0.21180424785804228,0.0,0.0,1.0
0.75,0.25,independent,certificate,0.8406575878195776,0.988281793416046,0.7316735284496961,0.22512232731758527,0.0517959698542065,0.0,0.0011420636686213887,0.9583950617283951,26.11111111111111,11.333333333333334,0.29605664025704276,0.24814483329712764,0.0,0.0,1.0
0.75,0.5,bursty,certificate,0.8262524603966535,0.9729872159288134,0.7187366478154261,0.21488889594264227,0.11258694456964187,0.0,0.0011331991291735337,0.9628012842563926,25.555555555555557,25.111111111111114,0.1598236645884451,0.2334473444810474,0.0,0.0,1.0
0.75,0.5,independent,certificate,0.8401383413067828,0.9817542687704686,0.7344029561437063,0.23012455997124212,0.09803997134375254,0.0,0.0019003854903667362,0.9718741297688666,26.666666666666668,17.88888888888889,0.17969754331998164,0.24731591605190975,0.0,0.0,1.0
0.75,0.75,bursty,certificate,0.8198209787212333,0.9514745744380065,0.7204854243350604,0.21498846009691266,0.28391818840589794,0.0,0.0019213612980330782,0.9644236482471777,27.666666666666668,49.22222222222222,0.12673165969282404,0.23104356992023523,0.0,0.0,1.0
0.75,0.75,independent,certificate,0.8345439839942811,0.9655237828119086,0.735190466376611,0.22885940574252864,0.21775653910210024,0.0,0.0017487309058251107,0.9404050046387509,25.777777777777775,34.55555555555556,0.12543277115929194,0.24363096838612996,0.0,0.0,1.0
