swap,ambiguity,policy,f1,precision,recall,occluded_keep,stale_clear_absence,external_stale_absence,clear_missing,survival,deletion_events,stale_duration,cert_precision,cert_recall,id_switches,reappear_error,seed
0.0,high,certificate,0.9604777548553244,0.9578282348001634,0.9634860163953857,0.8966035533636627,0.19439235863954904,0.0,0.0008183545009990967,1.0,5.222222222222222,53.333333333333336,0.7824813908293674,0.9950688743428605,0.0,0.0,1.0
0.0,high,long_memory,0.9304923718288457,0.9071952295624944,0.9554039244103221,0.873612423581846,0.47543304324793584,0.0,0.0008183545009990967,1.0,6.666666666666667,123.55555555555554,0.7824813908293674,0.9950688743428605,0.0,0.0,1.0
0.0,high,oracle_visibility,0.9747636528476153,0.9864669001533631,0.9634860163953857,0.8966035533636627,0.06597774560324789,0.0,0.0008183545009990967,1.0,5.555555555555556,16.666666666666668,1.0,1.0,0.0,0.0,1.0
0.0,high,ttl_short,0.8214261462192901,0.9888978736211969,0.702700728322636,0.15557014870624705,0.04005581402129438,0.0,0.0018038947839760563,0.9562552896402225,26.333333333333332,10.0,0.7824813908293674,0.9950688743428605,0.0,0.0,1.0
0.0,low,certificate,0.9667004505239728,0.9693696241212159,0.9644243441240268,0.8992314896550577,0.17710625259880386,0.0,0.0006623055046325936,1.0,4.333333333333333,38.666666666666664,0.8123751384274014,0.9933997738557913,0.0,0.0,1.0
0.0,low,long_memory,0.9386716512938978,0.9203628256260785,0.9583043258737165,0.8823234673061183,0.5302762538689749,0.0,0.0007736392833010415,0.9951690821256038,5.666666666666667,107.44444444444444,0.8123751384274014,0.9933997738557913,0.0,0.0,1.0
0.0,low,oracle_visibility,0.9765153965699956,0.9890464623326521,0.9644243441240268,0.8992314896550577,0.07276608544524044,0.0,0.0006623055046325936,1.0,4.555555555555556,13.666666666666666,1.0,1.0,0.0,0.0,1.0
0.0,low,ttl_short,0.8217475606887809,0.9902795396034604,0.7025194213309871,0.15779341789031812,0.03998485130067301,0.0,0.0019821013533657082,0.9401540599520364,27.0,8.888888888888888,0.8123751384274014,0.9933997738557913,0.0,0.0,1.0
0.15,high,certificate,0.9509136355537273,0.9674447899073756,0.9352935522376659,0.8473471558668315,0.23066726133558366,0.0,0.013470438485082142,1.0,7.777777777777778,41.77777777777778,0.8406256227594247,0.99366517233805,212.44444444444446,0.0,1.0
0.15,high,long_memory,0.9308581285639587,0.9345415049585313,0.9278560655256197,0.8203319365808158,0.4586576070340949,0.0,0.008410264537245407,0.9490980318346046,7.0,86.77777777777779,0.8406256227594247,0.99366517233805,212.44444444444446,0.0,1.0
