width,policy,f1,precision,recall,occluded_keep,stale_clear_absence,external_stale_absence,clear_missing,survival,deletion_events,stale_duration,cert_precision,cert_recall,id_switches,reappear_error,speed,n_objects,detection_prob,seed
18.0,certificate,0.9849262554202598,0.9827787815991426,0.9872562829522452,0.9211573932132503,0.1062824176471372,0.0,0.000798451838674108,0.999485596707819,4.041666666666667,20.069444444444446,0.768777941929628,0.98361017825376,0.0,0.0,0.75,12.0,0.94,1.0
18.0,hazard_filter,0.9575173644101787,0.9696386902911689,0.9462268063531823,0.6732420454290491,0.18812541400501404,0.0,0.0012330535861013057,0.9615141455766456,11.152777777777779,32.90277777777778,0.768777941929628,0.98361017825376,0.0,0.0,0.75,12.0,0.94,1.0
18.0,long_memory,0.9462321291038793,0.912260809995595,0.9844825678408773,0.905614444453796,0.5922203695545197,0.0,0.0007877032271845799,0.9973958333333334,3.222222222222222,106.56944444444444,0.768777941929628,0.98361017825376,0.0,0.0,0.75,12.0,0.94,1.0
18.0,oracle_visibility,0.9882066470422375,0.9892503247643355,0.987265517585815,0.9211573932132503,0.06725782601086738,0.0,0.0007876517695536656,1.0,4.083333333333333,11.916666666666666,1.0,1.0,0.0,0.0,0.75,12.0,0.94,1.0
18.0,ttl_medium,0.9555369612518602,0.9729099765674002,0.9393219773090924,0.6299311860479284,0.1658706242264748,0.0,0.0013064453546259285,0.9593296017254351,11.597222222222221,28.98611111111111,0.768777941929628,0.98361017825376,0.0,0.0,0.75,12.0,0.94,1.0
18.0,ttl_short,0.9325991670752295,0.9895754895471521,0.88223765000834,0.27683115493139687,0.05900471406867925,0.0,0.0017874825485104159,0.9389344785872563,20.27777777777778,10.23611111111111,0.768777941929628,0.98361017825376,0.0,0.0,0.75,12.0,0.94,1.0
18.0,visibility_weighted,0.9851549335849312,0.9846332634904162,0.9858379959796117,0.9141283735975215,0.09452637892528531,0.0,0.0010293691992855237,0.9830645370575927,4.736111111111112,17.72222222222222,0.768777941929628,0.98361017825376,0.0,0.0,0.75,12.0,0.94,1.0
42.0,certificate,0.9499704715549796,0.9640310720368374,0.9378234216232769,0.8208475247901651,0.2545613423399386,0.0,0.00110132983990754,1.0,3.347222222222222,40.0,0.8217215631405095,0.9930559064634651,0.0,0.0,0.75,12.0,0.94,1.0
42.0,hazard_filter,0.8601205175224568,0.9748455676282872,0.7713755013785307,0.3321135804809051,0.13472995346846808,0.0,0.0019473081599262277,0.9363898008739625,16.26388888888889,22.61111111111111,0.8217215631405095,0.9930559064634651,0.0,0.0,0.75,12.0,0.94,1.0
42.0,long_memory,0.9164366560314359,0.9263766997284435,0.9089661527068741,0.738869222107284,0.5147878078442089,0.0,0.0011359853929818777,0.9862293570626904,5.569444444444444,82.08333333333333,0.8217215631405095,0.9930559064634651,0.0,0.0,0.75,12.0,0.94,1.0
42.0,oracle_visibility,0.9626770896697524,0.9900697256646921,0.9378234216232769,0.8208475247901651,0.06993451382750253,0.0,0.00110132983990754,1.0,3.652777777777778,10.5,1.0,1.0,0.0,0.0,0.75,12.0,0.94,1.0
42.0,ttl_medium,0.8537682036276989,0.9774974896061362,0.7594969402070603,0.2969138203577982,0.11828758684018247,0.0,0.0019473081599262277,0.9363898008739625,16.416666666666668,19.805555555555554,0.8217215631405095,0.9930559064634651,0.0,0.0,0.75,12.0,0.94,1.0
42.0,ttl_short,0.8181501318348697,0.9912571257110466,0.6976690068550151,0.11379158516160243,0.04138858131026773,0.0,0.002060803047884583,0.936372696330996,17.180555555555554,6.902777777777778,0.8217215631405095,0.9930559064634651,0.0,0.0,0.75,12.0,0.94,1.0
42.0,visibility_weighted,0.9502852981277007,0.9675724760038578,0.9350894316632826,0.8136800657423384,0.2231842827199928,0.0,0.001419164772329193,0.9815565552550679,4.333333333333333,35.63888888888889,0.8217215631405095,0.9930559064634651,0.0,0.0,0.75,12.0,0.94,1.0
60.0,certificate,0.9029725237247562,0.9478907752935442,0.8668874550552778,0.7203411364024851,0.29888731773669236,0.0,0.001542074961156917,1.0,3.277777777777778,53.916666666666664,0.83896160737058,0.9965152060019159,0.0,0.0,0.75,12.0,0.94,1.0
60.0,hazard_filter,0.762928157447378,0.9731268638378668,0.6293106901283921,0.21499013430172595,0.10814917692719124,0.0,0.0022572124429178285,0.9486977167896118,14.680555555555555,19.27777777777778,0.83896160737058,0.9965152060019159,0.0,0.0,0.75,12.0,0.94,1.0
60.0,long_memory,0.8551783369199505,0.9254768243117776,0.8005963182422308,0.580471602597865,0.4011745939624656,0.0,0.0019019225876653473,0.9619953621179111,8.36111111111111,73.16666666666667,0.83896160737058,0.9965152060019159,0.0,0.0,0.75,12.0,0.94,1.0
60.0,oracle_visibility,0.9207590203421919,0.9879308283103144,0.8668874550552778,0.7203411364024851,0.06869082906796088,0.0,0.001542074961156917,1.0,3.9305555555555554,11.541666666666666,1.0,1.0,0.0,0.0,0.75,12.0,0.94,1.0
60.0,ttl_medium,0.7558651616949733,0.9759387449784435,0.6184839044903333,0.19186011792945465,0.09505572432399441,0.0,0.0022572124429178285,0.9486977167896118,14.75,16.875,0.83896160737058,0.9965152060019159,0.0,0.0,0.75,12.0,0.94,1.0
60.0,ttl_short,0.7167602710108686,0.9904757585273574,0.5625755065826964,0.07228182292583371,0.033650128827408636,0.0,0.0022572124429178285,0.9486977167896118,15.097222222222221,5.944444444444444,0.83896160737058,0.9965152060019159,0.0,0.0,0.75,12.0,0.94,1.0
60.0,visibility_weighted,0.904212156189541,0.9533953951734593,0.8644194964647274,0.7156655009262948,0.2621737696442049,0.0,0.0019700206466842494,0.9702687383606333,4.111111111111112,48.23611111111111,0.83896160737058,0.9965152060019159,0.0,0.0,0.75,12.0,0.94,1.0
