external_rate,duration,external_labeled,policy,f1,precision,recall,occluded_keep,stale_clear_absence,external_stale_absence,clear_missing,survival,deletion_events,stale_duration,cert_precision,cert_recall,id_switches,reappear_error,seed
0.0,long,False,cert_external_aware,0.95962704876451,0.9645887589356871,0.9551734845197637,0.8744322770299974,0.18242422993947263,0.0,0.0006778981629778613,1.0,4.666666666666667,45.11111111111111,0.8084108589325117,0.9944888366446382,0.0,0.0,1.0
0.0,long,False,certificate,0.95962704876451,0.9645887589356871,0.9551734845197637,0.8744322770299974,0.18242422993947263,0.0,0.0006778981629778613,1.0,4.666666666666667,45.11111111111111,0.8084108589325117,0.9944888366446382,0.0,0.0,1.0
0.0,long,False,long_memory,0.9246545823453652,0.907951601634743,0.9427578415051036,0.8386048317054987,0.5016681797191345,0.0,0.0006778981629778613,1.0,7.666666666666667,123.0,0.8084108589325117,0.9944888366446382,0.0,0.0,1.0
0.0,long,False,ttl_short,0.8188388477650222,0.9892502807078927,0.6988018113839436,0.14000595403957775,0.038956404333929474,0.0,0.0017275580992897582,0.9527175782593739,24.777777777777775,9.666666666666666,0.8084108589325117,0.9944888366446382,0.0,0.0,1.0
0.0,long,True,cert_external_aware,0.9542827808185573,0.962396871257698,0.9466772281623027,0.8445003840606476,0.1675841771813836,0.0,0.0009986872402260266,1.0,4.888888888888888,43.22222222222222,0.7840271854135326,0.9941352338738936,0.0,0.0,1.0
0.0,long,True,certificate,0.9542827808185573,0.962396871257698,0.9466772281623027,0.8445003840606476,0.1675841771813836,0.0,0.0009986872402260266,1.0,4.888888888888888,43.22222222222222,0.7840271854135326,0.9941352338738936,0.0,0.0,1.0
0.0,long,True,long_memory,0.9190701999696494,0.8997720706614754,0.9411635925285874,0.8292285508279823,0.4541240200026797,0.0,0.0011854286034379783,0.9876543209876543,6.0,125.33333333333333,0.7840271854135326,0.9941352338738936,0.0,0.0,1.0
0.0,long,True,ttl_short,0.8250052831101207,0.98724427599387,0.7088197240896449,0.15381471925853832,0.03827963295839345,0.0,0.0019671904594764007,0.9572310405643739,26.0,10.555555555555555,0.7840271854135326,0.9941352338738936,0.0,0.0,1.0
0.15,long,False,cert_external_aware,0.4270858208412023,0.9734055531414988,0.275448526448897,0.2571486884041575,0.07406873676194457,0.06583989090876806,0.006610821931549875,1.0,26.88888888888889,9.666666666666666,0.8050354178132868,0.9932607353624411,0.0,0.0,1.0
0.15,long,False,certificate,0.4270858208412023,0.9734055531414988,0.275448526448897,0.2571486884041575,0.07406873676194457,0.06583989090876806,0.006610821931549875,1.0,26.88888888888889,9.666666666666666,0.8050354178132868,0.9932607353624411,0.0,0.0,1.0
