episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events
538,long_memory,3,30.0,1.0,0.96,1.25,1802,141,31,266,0.9274318064848173,0.9830878341516639,0.954449152542373,0.9390962671905697,0.3464373464373464,0.0,1.0,5
539,long_memory,3,30.0,1.0,0.96,1.25,2052,71,24,93,0.9665567593028733,0.9884393063583815,0.9773755656108598,0.960377358490566,0.4329268292682927,0.0019404915912031048,1.0,3
540,long_memory,3,30.0,1.0,0.96,1.25,1938,120,53,129,0.9416909620991254,0.9733802109492717,0.9572734008397135,0.9063063063063063,0.4819277108433735,0.0006963788300835655,1.0,4
541,long_memory,3,30.0,1.0,0.96,1.25,1801,134,98,207,0.930749354005168,0.9483938915218536,0.9394887845592071,0.8185185185185185,0.39296187683284456,0.0,1.0,6
542,long_memory,3,30.0,1.0,0.96,1.25,1892,131,26,191,0.935244686109738,0.986444212721585,0.9601623953311342,0.9499036608863198,0.40683229813664595,0.0,1.0,6
543,long_memory,3,30.0,1.0,0.96,1.25,2047,30,106,57,0.9855560905151661,0.9507663725034835,0.9678486997635933,0.8188034188034188,0.3448275862068966,0.0,1.0,1
544,long_memory,3,30.0,1.0,0.96,1.25,1868,162,15,195,0.9201970443349754,0.9920339883165162,0.9547661640684897,0.9701789264413518,0.453781512605042,0.0,1.0,6
545,long_memory,3,30.0,1.0,0.96,1.25,2114,30,77,19,0.9860074626865671,0.9648562300319489,0.9753171856978086,0.8860182370820668,0.6122448979591837,0.001304631441617743,1.0,1
546,long_memory,3,30.0,1.0,0.96,1.25,2002,116,54,68,0.9452313503305004,0.9737354085603113,0.9592716818399617,0.8990654205607477,0.6304347826086957,0.0,1.0,3
547,long_memory,3,30.0,1.0,0.96,1.25,1911,89,87,153,0.9555,0.9564564564564565,0.9559779889944972,0.8545150501672241,0.3677685950413223,0.0,1.0,6
548,long_memory,3,30.0,1.0,0.96,1.25,2126,75,35,4,0.9659245797364834,0.983803794539565,0.974782209995415,0.9360146252285192,0.9493670886075949,0.0,1.0,2
549,long_memory,3,30.0,1.0,0.96,1.25,1930,131,27,152,0.9364386220281417,0.9862033725089423,0.9606769537083126,0.9497098646034816,0.4628975265017668,0.0006944444444444445,1.0,5
550,long_memory,3,30.0,1.0,0.96,1.25,1936,141,17,146,0.9321136254212807,0.9912954429083461,0.9607940446650125,0.9700934579439252,0.4912891986062718,0.0007052186177715092,1.0,4
551,long_memory,3,30.0,1.0,0.96,1.25,1903,140,54,143,0.9314733235438081,0.9724067450178845,0.9515,0.8860759493670886,0.49469964664310956,0.0,1.0,4
552,long_memory,3,30.0,1.0,0.96,1.25,2074,90,12,64,0.9584103512014788,0.9942473633748802,0.9760000000000001,0.9790575916230366,0.5844155844155844,0.0,1.0,5
553,long_memory,3,30.0,1.0,0.96,1.25,1997,113,1,129,0.9464454976303317,0.9994994994994995,0.9722492697176242,1.0,0.4669421487603306,0.0006706908115358819,1.0,4
554,long_memory,3,30.0,1.0,0.96,1.25,2088,78,17,57,0.96398891966759,0.9919239904988123,0.9777569655818309,0.9685185185185186,0.5777777777777777,0.0,1.0,2
555,long_memory,3,30.0,1.0,0.96,1.25,2032,54,19,135,0.9741131351869607,0.9907362262311068,0.982354363065023,0.9699646643109541,0.2857142857142857,0.0013468013468013469,1.0,3
556,long_memory,3,30.0,1.0,0.96,1.25,1920,105,79,136,0.9481481481481482,0.9604802401200601,0.9542743538767396,0.8647260273972602,0.43568464730290457,0.0,1.0,5
557,long_memory,3,30.0,1.0,0.96,1.25,1835,134,36,235,0.9319451498222447,0.9807589524318546,0.9557291666666666,0.9232409381663113,0.36314363143631434,0.0,1.0,5
558,long_memory,3,30.0,1.0,0.96,1.25,1943,71,30,196,0.964746772591857,0.984794728839331,0.9746676699272636,0.9445544554455445,0.26591760299625467,0.0013623978201634877,1.0,5
559,long_memory,3,30.0,1.0,0.96,1.25,1762,179,64,235,0.9077794951056156,0.9649507119386638,0.9354924342978498,0.8793103448275862,0.4323671497584541,0.0007668711656441718,1.0,6
560,long_memory,3,30.0,1.0,0.96,1.25,1896,141,24,179,0.930780559646539,0.9875,0.9583017437452616,0.9561752988047809,0.440625,0.0014104372355430183,1.0,5
561,long_memory,3,30.0,1.0,0.96,1.25,2110,60,52,18,0.9723502304147466,0.9759481961147086,0.974145891043398,0.902803738317757,0.7692307692307693,0.0,1.0,2
562,long_memory,3,30.0,1.0,0.96,1.25,2046,80,24,90,0.9623706491063029,0.9884057971014493,0.975214489990467,0.9576427255985267,0.47058823529411764,0.0006548788474132286,1.0,3
563,long_memory,3,30.0,1.0,0.96,1.25,1742,196,28,274,0.8988648090815273,0.984180790960452,0.9395900755124056,0.9370786516853933,0.41702127659574467,0.0,1.0,7
564,long_memory,3,30.0,1.0,0.96,1.25,1977,120,7,136,0.9427753934191703,0.9964717741935484,0.9688801764273463,0.9857142857142858,0.46875,0.0,1.0,4
565,long_memory,3,30.0,1.0,0.96,1.25,1926,115,29,170,0.9436550710436061,0.9851662404092072,0.9639639639639639,0.9486692015209125,0.40350877192982454,0.0013995801259622112,1.0,4
566,long_memory,3,30.0,1.0,0.96,1.25,2050,90,12,88,0.9579439252336449,0.9941804073714839,0.9757258448357925,0.9795539033457249,0.5056179775280899,0.0006561679790026247,0.9705882352941176,4
567,long_memory,3,30.0,1.0,0.96,1.25,2053,85,24,78,0.960243217960711,0.9884448724121329,0.9741399762752075,0.9572192513368984,0.5214723926380368,0.0,1.0,5
568,long_memory,3,30.0,1.0,0.96,1.25,1929,140,27,144,0.9323344610923151,0.9861963190184049,0.9585093167701862,0.9469548133595285,0.49295774647887325,0.0,1.0,5
569,long_memory,3,30.0,1.0,0.96,1.25,1881,109,56,194,0.9452261306532663,0.9710893133711925,0.9579831932773109,0.8798283261802575,0.35973597359735976,0.0,1.0,4
570,long_memory,3,30.0,1.0,0.96,1.25,2068,52,68,52,0.9754716981132076,0.9681647940074907,0.9718045112781956,0.901018922852984,0.5,0.0,1.0,4
571,long_memory,3,30.0,1.0,0.96,1.25,2007,117,24,92,0.9449152542372882,0.9881831610044313,0.9660649819494584,0.9584837545126353,0.5598086124401914,0.0006770480704129993,0.9666666666666667,5
572,long_memory,3,30.0,1.0,0.96,1.25,1934,159,56,91,0.9240324892498806,0.9718592964824121,0.9473426402155278,0.9029982363315696,0.636,0.0007027406886858749,1.0,5
573,long_memory,3,30.0,1.0,0.96,1.25,1988,84,14,154,0.9594594594594594,0.993006993006993,0.9759450171821306,0.9757462686567164,0.35294117647058826,0.0006821282401091405,1.0,3
574,long_memory,3,30.0,1.0,0.96,1.25,2011,88,23,118,0.9580752739399714,0.988692232055064,0.973142995402855,0.9620462046204621,0.42718446601941745,0.0,1.0,3
575,long_memory,3,30.0,1.0,0.96,1.25,1929,108,36,167,0.946980854197349,0.981679389312977,0.9640179910044978,0.9292730844793713,0.3927272727272727,0.0,1.0,6
576,long_memory,3,30.0,1.0,0.96,1.25,1902,141,106,91,0.9309838472834068,0.9472111553784861,0.9390274006418169,0.8143607705779334,0.6077586206896551,0.0,1.0,4
577,long_memory,3,30.0,1.0,0.96,1.25,1692,176,88,284,0.9057815845824411,0.950561797752809,0.9276315789473685,0.819672131147541,0.3826086956521739,0.0,1.0,8
578,long_memory,3,30.0,1.0,0.96,1.25,2059,81,18,82,0.9621495327102804,0.9913336543090997,0.9765235949727294,0.9684418145956607,0.49693251533742333,0.0012738853503184713,1.0,2
579,long_memory,3,30.0,1.0,0.96,1.25,1942,143,41,114,0.9314148681055155,0.9793242561775088,0.9547689282202557,0.925512104283054,0.556420233463035,0.0006915629322268327,0.96875,7
580,long_memory,3,30.0,1.0,0.96,1.25,1848,140,40,212,0.9295774647887324,0.9788135593220338,0.9535603715170278,0.9213709677419355,0.3977272727272727,0.0007183908045977011,1.0,4
581,long_memory,3,30.0,1.0,0.96,1.25,1629,231,31,349,0.8758064516129033,0.9813253012048193,0.9255681818181818,0.9226932668329177,0.39827586206896554,0.0,1.0,7
582,long_memory,3,30.0,1.0,0.96,1.25,1974,120,39,107,0.9426934097421203,0.9806259314456036,0.9612856099342586,0.9232283464566929,0.5286343612334802,0.0,1.0,5
583,long_memory,3,30.0,1.0,0.96,1.25,1987,81,58,114,0.9608317214700194,0.971638141809291,0.9662047167517627,0.891588785046729,0.4153846153846154,0.0,1.0,4
584,long_memory,3,30.0,1.0,0.96,1.25,1800,183,72,185,0.9077155824508321,0.9615384615384616,0.933852140077821,0.8599221789883269,0.49728260869565216,0.0,1.0,7
585,long_memory,3,30.0,1.0,0.96,1.25,1950,144,19,127,0.9312320916905444,0.9903504316912138,0.9598818606940684,0.9614604462474645,0.5313653136531366,0.0,1.0,3
586,long_memory,3,30.0,1.0,0.96,1.25,1919,120,22,179,0.9411476213830309,0.988665636269964,0.9643216080402011,0.9525862068965517,0.4013377926421405,0.0,1.0,4
587,long_memory,3,30.0,1.0,0.96,1.25,1860,149,17,214,0.9258337481333997,0.9909429941395844,0.957282552753474,0.9698681732580038,0.41046831955922863,0.0007429420505200594,1.0,5
588,long_memory,3,30.0,1.0,0.96,1.25,2051,107,5,77,0.9504170528266914,0.997568093385214,0.973421926910299,0.9905660377358491,0.5815217391304348,0.0,1.0,4
589,long_memory,3,30.0,1.0,0.96,1.25,1918,147,32,143,0.9288135593220339,0.9835897435897436,0.9554171855541719,0.934322033898305,0.506896551724138,0.0006765899864682003,1.0,4
590,long_memory,3,30.0,1.0,0.96,1.25,2027,44,64,105,0.9787542250120714,0.9693926351028216,0.9740509370494954,0.8908450704225352,0.2953020134228188,0.0013131976362442547,1.0,2
591,long_memory,3,30.0,1.0,0.96,1.25,2101,30,69,40,0.9859221022993899,0.9682027649769586,0.9769820971867007,0.8822525597269625,0.42857142857142855,0.0,1.0,2
592,long_memory,3,30.0,1.0,0.96,1.25,1796,163,33,248,0.9167942827973455,0.981957353745216,0.9482576557550157,0.9331983805668016,0.39659367396593675,0.0,1.0,6
593,long_memory,3,30.0,1.0,0.96,1.25,1933,88,39,180,0.9564571994062345,0.9802231237322515,0.9681943400951665,0.9316987740805605,0.3283582089552239,0.0,1.0,3
594,long_memory,3,30.0,1.0,0.96,1.25,1962,86,24,168,0.9580078125,0.9879154078549849,0.9727317798710956,0.953307392996109,0.33858267716535434,0.0,1.0,3
595,long_memory,3,30.0,1.0,0.96,1.25,1943,156,58,83,0.9256788947117676,0.9710144927536232,0.9478048780487806,0.8920454545454546,0.6527196652719666,0.0006788866259334691,1.0,6
596,long_memory,3,30.0,1.0,0.96,1.25,1858,178,43,161,0.912573673870334,0.9773803261441346,0.9438658877317754,0.9106029106029107,0.5250737463126843,0.0,1.0,6
597,long_memory,3,30.0,1.0,0.96,1.25,1945,116,11,168,0.9437166424065987,0.9943762781186094,0.9683843664426188,0.9838709677419355,0.4084507042253521,0.0007485029940119761,1.0,7
598,long_memory,3,30.0,1.0,0.96,1.25,2066,88,10,76,0.9591457753017641,0.9951830443159922,0.9768321513002364,0.9833610648918469,0.5365853658536586,0.0,1.0,5
599,long_memory,3,30.0,1.0,0.96,1.25,1860,148,11,221,0.9262948207171314,0.9941207910208445,0.9590100541376644,0.98046875,0.4010840108401084,0.0007358351729212656,0.9655172413793104,6
600,long_memory,3,30.0,1.0,0.96,1.25,1847,92,110,191,0.9525528623001547,0.943791517629024,0.9481519507186857,0.7981308411214953,0.3250883392226148,0.0014064697609001407,0.9642857142857143,5
601,certificate,3,30.0,1.0,0.96,1.25,1879,42,27,292,0.9781363872982821,0.9858342077649528,0.9819702116540371,0.9470588235294117,0.12574850299401197,0.0,1.0,6
602,certificate,3,30.0,1.0,0.96,1.25,1846,51,21,322,0.9731154454401687,0.9887520085698982,0.9808714133900106,0.9581673306772909,0.13672922252010725,0.0,1.0,6
603,certificate,3,30.0,1.0,0.96,1.25,1801,58,36,345,0.9688004303388918,0.9804028307022319,0.9745670995670996,0.9213973799126638,0.14392059553349876,0.0,1.0,7
604,certificate,3,30.0,1.0,0.96,1.25,1761,37,56,386,0.9794215795328143,0.969179966978536,0.9742738589211618,0.8931297709923665,0.08747044917257683,0.0,1.0,7
605,certificate,3,30.0,1.0,0.96,1.25,1827,34,93,286,0.9817302525523912,0.9515625,0.9664110023803226,0.8211538461538461,0.10625,0.0,1.0,6
606,certificate,3,30.0,1.0,0.96,1.25,2027,27,89,97,0.9868549172346641,0.9579395085066162,0.9721822541966427,0.8441330998248686,0.21774193548387097,0.0,1.0,3
607,certificate,3,30.0,1.0,0.96,1.25,1763,24,82,371,0.9865696698377169,0.9555555555555556,0.9708149779735683,0.8401559454191033,0.060759493670886074,0.0,1.0,5
608,certificate,3,30.0,1.0,0.96,1.25,1710,60,56,414,0.9661016949152542,0.9682899207248018,0.9671945701357466,0.8793859649122807,0.12658227848101267,0.0007633587786259542,1.0,9
609,certificate,3,30.0,1.0,0.96,1.25,1983,28,0,229,0.9860765788165092,1.0,0.9929894842263396,1.0,0.10894941634241245,0.0,1.0,4
610,certificate,3,30.0,1.0,0.96,1.25,2059,14,14,153,0.9932465026531597,0.9932465026531597,0.9932465026531597,0.9736346516007532,0.08383233532934131,0.0,1.0,3
611,certificate,3,30.0,1.0,0.96,1.25,1823,27,63,327,0.9854054054054054,0.9665959703075292,0.9759100642398287,0.8786127167630058,0.07627118644067797,0.0,1.0,4
612,certificate,3,30.0,1.0,0.96,1.25,1949,45,23,223,0.977432296890672,0.9883367139959433,0.9828542612203731,0.9559386973180076,0.16791044776119404,0.0,1.0,4
613,certificate,3,30.0,1.0,0.96,1.25,1997,20,11,212,0.9900842835894893,0.9945219123505976,0.9922981366459628,0.9787234042553191,0.08620689655172414,0.0,1.0,3
614,certificate,3,30.0,1.0,0.96,1.25,2111,6,19,104,0.9971658006613132,0.9910798122065728,0.9941134918766188,0.9643564356435643,0.05454545454545454,0.0006153846153846154,1.0,2
615,certificate,3,30.0,1.0,0.96,1.25,1852,23,26,339,0.9877333333333334,0.9861554845580405,0.9869437783106848,0.952755905511811,0.06353591160220995,0.00145985401459854,1.0,7
616,certificate,3,30.0,1.0,0.96,1.25,1816,21,26,377,0.9885683179096353,0.9858849077090119,0.9872247893449306,0.9475890985324947,0.052763819095477386,0.0007326007326007326,1.0,6
617,certificate,3,30.0,1.0,0.96,1.25,1998,13,21,208,0.9935355544505221,0.9895988112927192,0.9915632754342433,0.9595375722543352,0.058823529411764705,0.0,1.0,3
618,certificate,3,30.0,1.0,0.96,1.25,1837,29,23,351,0.9844587352625938,0.9876344086021506,0.9860440150295223,0.9531568228105907,0.07631578947368421,0.0,1.0,5
619,certificate,3,30.0,1.0,0.96,1.25,1965,9,46,220,0.9954407294832827,0.9771258080556937,0.9861982434127979,0.9175627240143369,0.039301310043668124,0.0,1.0,3
620,certificate,3,30.0,1.0,0.96,1.25,2053,12,14,161,0.9941888619854722,0.9932268988872762,0.9937076476282672,0.9752380952380952,0.06936416184971098,0.0006485084306095979,1.0,4
621,certificate,3,30.0,1.0,0.96,1.25,1882,20,48,290,0.9894847528916929,0.9751295336787564,0.9822546972860126,0.9157303370786517,0.06451612903225806,0.002148997134670487,1.0,6
622,certificate,3,30.0,1.0,0.96,1.25,2048,9,14,169,0.9956246961594555,0.9932104752667313,0.994416120417577,0.9761499148211243,0.05056179775280899,0.0,1.0,3
623,certificate,3,30.0,1.0,0.96,1.25,1880,40,41,279,0.9791666666666666,0.9786569495054659,0.9789117417339234,0.9171717171717172,0.12539184952978055,0.0,1.0,5
624,certificate,3,30.0,1.0,0.96,1.25,1855,14,46,325,0.9925093632958801,0.9758022093634929,0.9840848806366047,0.9107142857142857,0.04129793510324484,0.0007158196134574087,1.0,4
625,certificate,3,30.0,1.0,0.96,1.25,1670,25,19,526,0.9852507374631269,0.9887507400828893,0.9869976359338061,0.9591397849462365,0.045372050816696916,0.0,1.0,7
626,certificate,3,30.0,1.0,0.96,1.25,2072,12,4,152,0.9942418426103646,0.9980732177263969,0.9961538461538462,0.9926605504587156,0.07317073170731707,0.0,1.0,3
627,certificate,3,30.0,1.0,0.96,1.25,1868,12,32,328,0.9936170212765958,0.9831578947368421,0.9883597883597884,0.9324894514767933,0.03529411764705882,0.0,1.0,4
628,certificate,3,30.0,1.0,0.96,1.25,1824,73,26,317,0.9615181866104375,0.985945945945946,0.9735788630904724,0.9455337690631809,0.18717948717948718,0.0007189072609633358,1.0,7
629,certificate,3,30.0,1.0,0.96,1.25,1967,13,112,148,0.9934343434343434,0.9461279461279462,0.9692042374969203,0.8114478114478114,0.08074534161490683,0.0,1.0,4
630,certificate,3,30.0,1.0,0.96,1.25,2035,8,26,171,0.996084189916789,0.987384764677341,0.9917153996101364,0.9502868068833652,0.0446927374301676,0.0,1.0,2
631,certificate,3,30.0,1.0,0.96,1.25,2020,30,47,143,0.9853658536585366,0.9772617319787131,0.9812970609667233,0.9217081850533808,0.17341040462427745,0.0019933554817275745,1.0,3
632,certificate,3,30.0,1.0,0.96,1.25,1883,23,36,298,0.9879328436516265,0.9812402292860865,0.9845751633986928,0.9273504273504274,0.07165109034267912,0.0013783597518952446,1.0,5
633,certificate,3,30.0,1.0,0.96,1.25,2065,36,8,131,0.98286530223703,0.9961408586589484,0.9894585529468136,0.9863013698630136,0.2155688622754491,0.0,1.0,4
634,certificate,3,30.0,1.0,0.96,1.25,1614,33,7,586,0.9799635701275046,0.9956816779765577,0.9877600979192166,0.9857142857142858,0.05331179321486268,0.0008326394671107411,1.0,8
635,certificate,3,30.0,1.0,0.96,1.25,2100,13,27,100,0.9938476100331283,0.9873060648801129,0.990566037735849,0.9510869565217391,0.11504424778761062,0.0,1.0,2
636,certificate,3,30.0,1.0,0.96,1.25,1851,38,39,312,0.9798835362625727,0.9793650793650793,0.979624239216724,0.9163090128755365,0.10857142857142857,0.0,1.0,5
637,certificate,3,30.0,1.0,0.96,1.25,2018,44,31,147,0.9786614936954413,0.9848706686188384,0.9817562636828023,0.943289224952741,0.23036649214659685,0.0006578947368421052,1.0,6
638,certificate,3,30.0,1.0,0.96,1.25,1989,26,22,203,0.9870967741935484,0.9890601690701144,0.9880774962742176,0.9566929133858267,0.11353711790393013,0.0,1.0,4
639,certificate,3,30.0,1.0,0.96,1.25,2079,9,17,135,0.9956896551724138,0.9918893129770993,0.9937858508604206,0.973015873015873,0.0625,0.0,1.0,3
640,certificate,3,30.0,1.0,0.96,1.25,1943,40,22,235,0.9798285426122038,0.9888040712468193,0.9842958459979737,0.9601449275362319,0.14545454545454545,0.0,1.0,6
641,certificate,3,30.0,1.0,0.96,1.25,1886,37,26,291,0.9807592303692148,0.9864016736401674,0.9835723598435463,0.9541284403669725,0.11280487804878049,0.000731528895391368,1.0,5
642,certificate,3,30.0,1.0,0.96,1.25,1996,18,35,191,0.9910625620655412,0.982767109798129,0.9868974042027193,0.9406474820143885,0.0861244019138756,0.0013559322033898306,1.0,3
643,certificate,3,30.0,1.0,0.96,1.25,2005,19,18,198,0.9906126482213439,0.9911023232822541,0.990857425253274,0.9627329192546584,0.08755760368663594,0.0,1.0,3
644,certificate,3,30.0,1.0,0.96,1.25,1962,22,18,238,0.9889112903225806,0.990909090909091,0.9899091826437941,0.9664570230607966,0.08461538461538462,0.0013306719893546241,1.0,3
645,certificate,3,30.0,1.0,0.96,1.25,2157,3,22,58,0.9986111111111111,0.9899036255162919,0.994238303756626,0.961038961038961,0.04918032786885246,0.0006097560975609756,1.0,1
646,certificate,3,30.0,1.0,0.96,1.25,2050,13,15,162,0.9936984973339796,0.9927360774818402,0.993217054263566,0.9709302325581395,0.07428571428571429,0.0,1.0,3
647,certificate,3,30.0,1.0,0.96,1.25,1871,34,45,290,0.9821522309711286,0.9765135699373695,0.979324784087935,0.9142857142857143,0.10493827160493827,0.0,1.0,4
648,certificate,3,30.0,1.0,0.96,1.25,1747,37,13,443,0.9792600896860987,0.9926136363636363,0.9858916478555305,0.9775967413441955,0.07708333333333334,0.0015760441292356187,1.0,7
649,certificate,3,30.0,1.0,0.96,1.25,2031,12,38,159,0.9941262848751835,0.9816336394393427,0.98784046692607,0.9225941422594143,0.07017543859649122,0.0006285355122564425,1.0,2
650,certificate,3,30.0,1.0,0.96,1.25,1931,28,26,255,0.9857069933639612,0.9867143587123147,0.9862104187946884,0.9510357815442562,0.0989399293286219,0.0,1.0,5
651,certificate,3,30.0,1.0,0.96,1.25,1903,74,12,251,0.962569549822964,0.993733681462141,0.9779033915724563,0.977366255144033,0.2276923076923077,0.0006997900629811056,1.0,5
652,certificate,3,30.0,1.0,0.96,1.25,1842,27,1,370,0.985553772070626,0.9994574064026045,0.9924568965517242,1.0,0.06801007556675064,0.0007267441860465116,1.0,5
653,certificate,3,30.0,1.0,0.96,1.25,1952,18,47,223,0.9908629441624366,0.976488244122061,0.9836230788611742,0.9173989455184535,0.07468879668049792,0.0,1.0,4
654,certificate,3,30.0,1.0,0.96,1.25,1999,22,6,213,0.9891142998515586,0.9970074812967581,0.9930452061599603,0.9893238434163701,0.09361702127659574,0.0,1.0,4
655,certificate,3,30.0,1.0,0.96,1.25,1797,22,15,406,0.9879054425508521,0.9917218543046358,0.9898099697053153,0.9696969696969697,0.0514018691588785,0.0,1.0,6
656,certificate,3,30.0,1.0,0.96,1.25,1865,27,35,313,0.9857293868921776,0.9815789473684211,0.9836497890295358,0.9376146788990826,0.07941176470588235,0.0007380073800738007,1.0,5
657,certificate,3,30.0,1.0,0.96,1.25,1995,11,26,208,0.9945164506480558,0.9871350816427511,0.99081201887261,0.9559322033898305,0.0502283105022831,0.0,1.0,3
658,certificate,3,30.0,1.0,0.96,1.25,2019,27,4,190,0.9868035190615836,0.9980227385071676,0.9923814204964365,0.9930191972076788,0.12442396313364056,0.0,1.0,3
659,certificate,3,30.0,1.0,0.96,1.25,1641,61,20,518,0.964159811985899,0.9879590608067429,0.9759143621766281,0.954337899543379,0.10535405872193437,0.0,1.0,8
660,certificate,3,30.0,1.0,0.96,1.25,2120,6,63,51,0.9971777986829727,0.9711406321575813,0.983987003945231,0.8902877697841727,0.10526315789473684,0.001229256299938537,1.0,2
661,certificate,3,30.0,1.0,0.96,1.25,1766,86,33,355,0.9535637149028078,0.9816564758198999,0.9674061900849082,0.9363817097415507,0.19501133786848074,0.0007716049382716049,1.0,7
662,certificate,3,30.0,1.0,0.96,1.25,1778,14,47,401,0.9921875,0.9742465753424657,0.9831351949129113,0.9004237288135594,0.033734939759036145,0.0,1.0,5
663,certificate,3,30.0,1.0,0.96,1.25,2038,16,19,167,0.9922103213242454,0.9907632474477395,0.9914862563853076,0.9682274247491639,0.08743169398907104,0.0,1.0,4
664,certificate,3,30.0,1.0,0.96,1.25,1927,17,34,262,0.9912551440329218,0.9826619071902091,0.9869398207426376,0.9367816091954023,0.06093189964157706,0.0006949270326615705,1.0,5
665,certificate,3,30.0,1.0,0.96,1.25,1915,24,33,268,0.9876224858174316,0.9830595482546202,0.985335734499614,0.9327731092436975,0.0821917808219178,0.0006793478260869565,1.0,5
666,certificate,3,30.0,1.0,0.96,1.25,1787,35,57,361,0.9807903402854007,0.9690889370932755,0.9749045280960175,0.8945386064030132,0.08838383838383838,0.0007616146230007616,1.0,7
667,certificate,3,30.0,1.0,0.96,1.25,1925,25,12,278,0.9871794871794872,0.9938048528652556,0.9904810908155389,0.9804305283757339,0.08250825082508251,0.001402524544179523,1.0,4
668,certificate,3,30.0,1.0,0.96,1.25,1934,37,7,262,0.9812278031456113,0.996393611540443,0.9887525562372187,0.9872340425531915,0.12374581939799331,0.0006798096532970768,1.0,5
669,certificate,3,30.0,1.0,0.96,1.25,1768,56,12,404,0.9692982456140351,0.9932584269662922,0.9811320754716982,0.9726027397260274,0.12173913043478261,0.0,1.0,7
670,certificate,3,30.0,1.0,0.96,1.25,2118,3,25,94,0.9985855728429985,0.9883341110592627,0.9934333958724202,0.9510763209393346,0.030927835051546393,0.0,1.0,1
671,certificate,3,30.0,1.0,0.96,1.25,1829,41,94,276,0.9780748663101604,0.9511180447217888,0.9644081202214606,0.8306306306306306,0.12933753943217666,0.0,1.0,5
672,certificate,3,30.0,1.0,0.96,1.25,1878,43,39,280,0.9776158250910983,0.9796557120500783,0.9786347055758207,0.9232323232323232,0.13312693498452013,0.0007032348804500703,1.0,4
673,certificate,3,30.0,1.0,0.96,1.25,1883,24,47,286,0.9874147876245412,0.9756476683937824,0.9814959603857181,0.9122137404580153,0.07741935483870968,0.0007112375533428165,1.0,6
674,certificate,3,30.0,1.0,0.96,1.25,1886,30,60,264,0.9843423799582464,0.9691675231243576,0.9766960124287933,0.8804780876494024,0.10204081632653061,0.0,1.0,4
675,certificate,3,30.0,1.0,0.96,1.25,1824,39,17,360,0.9790660225442834,0.9907658881042911,0.9848812095032398,0.9654471544715447,0.09774436090225563,0.0,1.0,6
676,certificate,3,30.0,1.0,0.96,1.25,1982,61,32,165,0.9701419481155164,0.9841112214498511,0.9770766576287897,0.9411764705882353,0.26991150442477874,0.0006724949562878278,1.0,4
677,certificate,3,30.0,1.0,0.96,1.25,2069,21,18,132,0.9899521531100478,0.9913751796837565,0.9906631553746709,0.9691252144082333,0.13725490196078433,0.0,1.0,3
678,certificate,3,30.0,1.0,0.96,1.25,1829,35,24,352,0.9812231759656652,0.9870480302212629,0.9841269841269841,0.9520833333333333,0.09043927648578812,0.0007283321194464676,1.0,6
679,certificate,3,30.0,1.0,0.96,1.25,1963,12,29,236,0.9939240506329113,0.9854417670682731,0.9896647340559617,0.9467680608365019,0.04838709677419355,0.0006821282401091405,1.0,4
680,certificate,3,30.0,1.0,0.96,1.25,1793,24,23,400,0.9867914144193726,0.9873348017621145,0.9870630333058079,0.9545454545454546,0.05660377358490566,0.0,1.0,5
681,certificate,3,30.0,1.0,0.96,1.25,1760,39,78,363,0.9783212896053363,0.9575625680087051,0.967830629639813,0.8438133874239351,0.09701492537313433,0.0007434944237918215,1.0,7
682,certificate,3,30.0,1.0,0.96,1.25,2112,6,35,87,0.9971671388101983,0.983698183511877,0.9903868698710433,0.9456869009584664,0.06451612903225806,0.0006574621959237344,1.0,2
683,certificate,3,30.0,1.0,0.96,1.25,1708,18,80,434,0.9895712630359212,0.9552572706935123,0.9721115537848606,0.8347457627118644,0.03982300884955752,0.001519756838905775,1.0,6
684,certificate,3,30.0,1.0,0.96,1.25,1916,33,51,240,0.9830682401231401,0.9740721911540416,0.9785495403472931,0.9120689655172414,0.12087912087912088,0.0,1.0,5
685,certificate,3,30.0,1.0,0.96,1.25,2117,6,18,99,0.9971738106453132,0.9915690866510538,0.9943635509628934,0.9705372616984402,0.05714285714285714,0.0006418485237483953,1.0,2
686,certificate,3,30.0,1.0,0.96,1.25,2101,29,14,96,0.9863849765258216,0.9933806146572104,0.9898704358068317,0.9778156996587031,0.232,0.0006540222367560497,1.0,2
687,certificate,3,30.0,1.0,0.96,1.25,1895,47,22,276,0.9757981462409887,0.9885237350026083,0.9821197201347499,0.9642857142857143,0.14551083591331268,0.0014738393515106854,1.0,6
688,certificate,3,30.0,1.0,0.96,1.25,1964,25,14,237,0.987430869783811,0.9929221435793731,0.9901688933703051,0.975177304964539,0.09541984732824428,0.0,1.0,3
689,certificate,3,30.0,1.0,0.96,1.25,1958,42,6,234,0.979,0.9969450101832994,0.987891019172553,0.9918200408997955,0.15217391304347827,0.0013559322033898306,1.0,5
690,certificate,3,30.0,1.0,0.96,1.25,1804,20,1,415,0.9890350877192983,0.9994459833795014,0.994213281895839,1.0,0.04597701149425287,0.0007358351729212656,1.0,5
691,certificate,3,30.0,1.0,0.96,1.25,1746,60,27,407,0.9667774086378738,0.9847715736040609,0.9756915339480301,0.9406593406593406,0.1284796573875803,0.0,1.0,6
