episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events
283,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1852,52,45,291,0.9726890756302521,0.9762783342119136,0.9744803998947645,0.9380165289256198,0.15160349854227406,0.0,1.0,7
284,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1742,18,34,446,0.9897727272727272,0.9808558558558559,0.9852941176470588,0.9487951807228916,0.03879310344827586,0.0,1.0,6
285,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1818,18,66,338,0.9901960784313726,0.964968152866242,0.9774193548387097,0.9037900874635568,0.05056179775280899,0.0,1.0,6
286,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1767,28,21,424,0.9844011142061281,0.988255033557047,0.9863243092380686,0.967391304347826,0.061946902654867256,0.0,1.0,6
287,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1704,52,43,441,0.9703872437357631,0.9753863766456783,0.9728803882386526,0.9317460317460318,0.10547667342799188,0.0,1.0,7
288,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2042,6,19,173,0.9970703125,0.9907811741872877,0.9939157945972255,0.9746666666666667,0.0335195530726257,0.0,1.0,2
289,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1867,36,22,315,0.9810825013137152,0.988353626257279,0.984704641350211,0.964573268921095,0.10256410256410256,0.0,1.0,5
290,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2129,3,34,74,0.9985928705440901,0.9842810910772076,0.9913853317811407,0.9534246575342465,0.03896103896103896,0.0,1.0,1
291,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1976,43,62,159,0.9787023278850916,0.9695780176643768,0.9741188070002464,0.9183673469387755,0.21287128712871287,0.0015349194167306216,1.0,4
292,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1922,29,38,251,0.9851358277806254,0.9806122448979592,0.982868831500895,0.9444444444444444,0.10357142857142858,0.0,1.0,4
293,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1689,35,88,428,0.9796983758700696,0.9504783342712436,0.9648671808054841,0.8698224852071006,0.0755939524838013,0.0,1.0,5
294,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1831,24,49,336,0.9870619946091644,0.9739361702127659,0.9804551539491299,0.9254658385093167,0.06666666666666667,0.0008090614886731392,1.0,4
295,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1944,51,50,195,0.9744360902255639,0.9749247743229689,0.9746803710203059,0.9291907514450867,0.2073170731707317,0.0007680491551459293,1.0,4
296,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1970,11,80,179,0.99444724886421,0.9609756097560975,0.9774249565864549,0.896640826873385,0.05789473684210526,0.0,1.0,3
297,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1771,32,32,405,0.9822518025513034,0.9822518025513034,0.9822518025513034,0.9520865533230294,0.07322654462242563,0.0008650519031141869,1.0,6
298,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2091,34,10,105,0.984,0.9952403617325083,0.9895882631329863,0.9870967741935484,0.2446043165467626,0.0,1.0,2
299,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2127,38,27,48,0.9824480369515012,0.9874651810584958,0.9849502199583237,0.9664516129032258,0.4418604651162791,0.0007251631617113851,1.0,2
300,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1775,82,27,356,0.9558427571351642,0.9850166481687015,0.9702104400109319,0.9563812600969306,0.1872146118721461,0.0,1.0,7
301,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1908,15,69,248,0.9921996879875195,0.9650986342943855,0.9784615384615384,0.9116883116883117,0.057034220532319393,0.0008285004142502071,1.0,5
302,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1813,122,51,254,0.9369509043927648,0.9726394849785408,0.9544617004474862,0.9229583975346687,0.324468085106383,0.0008230452674897119,1.0,6
303,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1821,57,83,279,0.9696485623003195,0.9564075630252101,0.9629825489159175,0.8850415512465374,0.16964285714285715,0.0,1.0,6
304,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1929,36,86,189,0.981679389312977,0.9573200992555831,0.9693467336683417,0.8821917808219178,0.16,0.0,1.0,4
305,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1807,61,86,286,0.9673447537473233,0.9545694664553619,0.9609146503589471,0.8664596273291926,0.17579250720461095,0.0,1.0,5
306,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1839,40,94,267,0.9787120808940926,0.9513709260217279,0.9648478488982161,0.8673323823109843,0.13029315960912052,0.0008116883116883117,1.0,6
307,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1819,49,34,338,0.9737687366167024,0.981651376146789,0.9776941682343456,0.9489164086687306,0.12661498708010335,0.0008285004142502071,1.0,6
308,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1767,44,77,352,0.9757040309221424,0.9582429501084598,0.9668946648426813,0.8858858858858859,0.1111111111111111,0.0008488964346349745,1.0,5
309,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1636,94,30,480,0.945664739884393,0.9819927971188476,0.9634864546525325,0.9546165884194053,0.16376306620209058,0.0009737098344693282,1.0,8
310,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1946,27,94,173,0.9863152559553978,0.953921568627451,0.9698479940194369,0.8708333333333333,0.135,0.0007575757575757576,1.0,4
311,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2008,42,54,136,0.9795121951219512,0.973811833171678,0.9766536964980544,0.9311688311688312,0.23595505617977527,0.0007739938080495357,1.0,3
312,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1903,21,49,267,0.989085239085239,0.9748975409836066,0.9819401444788443,0.9347536617842876,0.07291666666666667,0.0,1.0,4
313,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1769,62,20,389,0.9661387220098306,0.9888205701509223,0.9773480662983425,0.967266775777414,0.13747228381374724,0.0,1.0,5
314,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1873,52,131,184,0.972987012987013,0.9346307385229541,0.9534232629167727,0.8252032520325203,0.22033898305084745,0.001579778830963665,1.0,3
315,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1988,8,141,103,0.9959919839679359,0.9337717238139972,0.9638787878787879,0.8112449799196787,0.07207207207207207,0.0,1.0,2
316,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1952,34,25,229,0.9828801611278952,0.9873545776428932,0.9851122886701992,0.9687943262411347,0.12927756653992395,0.0023584905660377358,1.0,4
317,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1816,80,70,274,0.9578059071729957,0.9628844114528102,0.9603384452670545,0.9004267425320057,0.22598870056497175,0.0,1.0,6
318,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1817,47,84,292,0.9747854077253219,0.9558127301420305,0.9652058432934926,0.877906976744186,0.13864306784660768,0.0,1.0,6
319,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1942,9,129,160,0.9953869810353665,0.9377112506035732,0.9656887120835405,0.832901554404145,0.05325443786982249,0.0,1.0,3
320,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1909,39,57,235,0.9799794661190965,0.9710071210579858,0.9754726622381195,0.918722786647315,0.14233576642335766,0.0007830853563038371,1.0,4
321,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1734,63,40,403,0.9649415692821369,0.9774520856820744,0.9711565387846542,0.9361344537815126,0.1351931330472103,0.0016963528413910093,1.0,7
322,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1918,9,59,254,0.9953295277633627,0.9701568032372281,0.9825819672131147,0.9143686502177069,0.034220532319391636,0.0,1.0,3
323,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1908,18,47,267,0.9906542056074766,0.9759590792838875,0.9832517392424633,0.9363143631436315,0.06315789473684211,0.0,1.0,4
324,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1791,34,40,375,0.9813698630136987,0.9781540141998908,0.9797592997811817,0.9420505200594353,0.08312958435207823,0.0008635578583765112,1.0,6
325,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2066,12,64,98,0.9942252165543792,0.9699530516431925,0.9819391634980988,0.9139784946236559,0.10909090909090909,0.0,1.0,3
326,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1920,22,98,200,0.9886714727085479,0.9514370664023786,0.9696969696969697,0.8626609442060086,0.0990990990990991,0.001516300227445034,1.0,4
327,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1640,103,74,423,0.9409064830751578,0.9568261376896149,0.9487995371709574,0.8785357737104825,0.1958174904942966,0.0008984725965858042,1.0,7
328,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1947,40,51,202,0.9798691494715652,0.9744744744744744,0.9771643663739021,0.9271428571428572,0.1652892561983471,0.0,1.0,3
329,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2024,8,54,154,0.9960629921259843,0.9740134744947064,0.9849148418491485,0.9279038718291055,0.04938271604938271,0.0,1.0,3
330,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1780,46,65,349,0.9748083242059146,0.964769647696477,0.9697630073549441,0.9125168236877523,0.11645569620253164,0.0,1.0,7
331,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2169,3,46,22,0.9986187845303868,0.9792325056433409,0.9888306359699112,0.9404915912031048,0.12,0.0,1.0,1
332,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1815,30,44,351,0.983739837398374,0.9763313609467456,0.9800215982721383,0.9311424100156495,0.07874015748031496,0.0,1.0,6
333,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1821,74,60,285,0.9609498680738786,0.9681020733652312,0.9645127118644067,0.9063492063492063,0.20612813370473537,0.0007993605115907274,1.0,5
334,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2071,5,43,121,0.9975915221579962,0.9796594134342479,0.98854415274463,0.9401114206128134,0.03968253968253968,0.0,1.0,2
335,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1776,22,31,411,0.9877641824249166,0.9828444936358606,0.9852981969486825,0.9562043795620438,0.050808314087759814,0.00089126559714795,1.0,5
336,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2131,27,53,29,0.9874884151992586,0.9757326007326007,0.9815753109166283,0.9362745098039216,0.48214285714285715,0.0007309941520467836,1.0,1
337,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1845,58,56,281,0.9695218076720967,0.970541820094687,0.970031545741325,0.9155145929339478,0.1710914454277286,0.0008,1.0,5
338,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1738,78,55,369,0.9570484581497798,0.9693251533742331,0.9631476863397064,0.9160186625194401,0.174496644295302,0.0008695652173913044,1.0,6
339,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1796,35,97,312,0.9808847624249044,0.9487585842577919,0.9645542427497314,0.8596237337192475,0.10086455331412104,0.0,1.0,5
340,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1954,26,126,134,0.9868686868686869,0.9394230769230769,0.9625615763546799,0.8425,0.1625,0.0,1.0,4
341,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1974,32,111,123,0.9840478564307079,0.9467625899280575,0.9650452212173063,0.8360655737704918,0.2064516129032258,0.0007072135785007072,1.0,2
342,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1892,27,64,257,0.9859301719645649,0.967280163599182,0.976516129032258,0.9036144578313253,0.09507042253521127,0.0,1.0,4
343,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1797,61,27,355,0.9671689989235738,0.9851973684210527,0.9760999456816948,0.9611360239162929,0.1466346153846154,0.0008658008658008658,1.0,6
344,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1828,68,103,241,0.9641350210970464,0.9466597617814604,0.9553174810556572,0.851528384279476,0.22006472491909385,0.0008038585209003215,1.0,6
345,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1928,50,58,204,0.974721941354904,0.9707955689828801,0.9727547931382442,0.9242636746143057,0.1968503937007874,0.003142183817753339,1.0,4
346,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1939,62,75,164,0.9690154922538731,0.9627606752730884,0.9658779576587797,0.9028871391076115,0.2743362831858407,0.0007987220447284345,1.0,5
347,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1886,44,53,257,0.9772020725388602,0.9726663228468283,0.9749289222021195,0.9250720461095101,0.1461794019933555,0.0008032128514056225,1.0,5
348,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1925,31,158,126,0.9841513292433538,0.9241478636581854,0.953206239168111,0.7958387516254877,0.19745222929936307,0.00076103500761035,1.0,3
349,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1738,42,61,399,0.9764044943820225,0.9660922734852696,0.9712210114557138,0.9038142620232172,0.09523809523809523,0.002508361204013378,1.0,6
350,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1722,89,86,343,0.950855880728879,0.952433628318584,0.9516441005802708,0.8647798742138365,0.20601851851851852,0.0,1.0,7
351,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1845,35,57,303,0.9813829787234043,0.9700315457413249,0.9756742464304601,0.9188405797101449,0.10355029585798817,0.0008250825082508251,1.0,5
352,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1912,48,75,205,0.9755102040816327,0.9622546552591847,0.9688370914618698,0.8927038626609443,0.18972332015810275,0.0,1.0,4
353,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2095,12,26,107,0.9943046986236355,0.9877416313059877,0.9910122989593187,0.9629101283880172,0.10084033613445378,0.0,1.0,2
354,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1840,28,70,302,0.9850107066381156,0.9633507853403142,0.9740603493912123,0.8955223880597015,0.08484848484848485,0.0,1.0,6
355,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1712,52,33,443,0.9705215419501134,0.9810888252148997,0.975776574522656,0.9502262443438914,0.10505050505050505,0.0,1.0,5
356,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1864,39,44,293,0.9795060430898581,0.9769392033542977,0.978220939385988,0.9387464387464387,0.11746987951807229,0.0008291873963515755,1.0,5
357,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1862,47,15,316,0.9753797799895233,0.9920085242408098,0.9836238774432118,0.9764150943396226,0.12947658402203857,0.0,1.0,5
358,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,2057,27,15,141,0.9870441458733206,0.9927606177606177,0.9898941289701636,0.9795640326975477,0.16071428571428573,0.0,1.0,3
359,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1857,40,62,281,0.9789140748550342,0.9676915059927045,0.9732704402515723,0.8991869918699187,0.12461059190031153,0.0,1.0,5
360,certificate,3,42.0,1.0,0.96,3.0,0.0,0.0,1762,24,93,361,0.986562150055991,0.9498652291105121,0.9678659708871188,0.8631578947368421,0.06233766233766234,0.0016806722689075631,1.0,5
361,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1868,44,36,292,0.9769874476987448,0.9810924369747899,0.9790356394129979,0.9444444444444444,0.13095238095238096,0.0,1.0,6
362,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1711,57,106,366,0.9677601809954751,0.941662080352229,0.9545327754532776,0.8364485981308412,0.1347517730496454,0.000851063829787234,1.0,6
363,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1885,11,62,282,0.994198312236287,0.9681561376476631,0.9810044236273744,0.908955223880597,0.03754266211604096,0.0007830853563038371,1.0,4
364,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1960,53,49,178,0.9736711376055638,0.975609756097561,0.974639482844356,0.9311334289813487,0.22943722943722944,0.0007621951219512195,1.0,4
365,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1966,65,36,173,0.9679960610536681,0.9820179820179821,0.9749566079841309,0.9535809018567639,0.27310924369747897,0.0008012820512820513,1.0,5
366,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1826,40,42,332,0.9785637727759914,0.9775160599571735,0.9780396357793251,0.933649289099526,0.10752688172043011,0.0,1.0,5
367,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2030,56,23,131,0.9731543624161074,0.9887968826108134,0.9809132640734476,0.9671428571428572,0.2994652406417112,0.0,1.0,3
368,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1866,92,61,221,0.9530132788559755,0.9683445770627919,0.9606177606177606,0.9105571847507331,0.2939297124600639,0.0,1.0,5
369,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1670,90,59,421,0.9488636363636364,0.9658762290341237,0.9572943536830036,0.8968531468531469,0.1761252446183953,0.0,1.0,7
370,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1996,50,77,117,0.9755620723362659,0.9628557645923782,0.9691672736100997,0.8974700399467377,0.2994011976047904,0.0,1.0,4
371,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1763,54,93,330,0.9702806824435883,0.9498922413793104,0.9599782194391506,0.8558139534883721,0.140625,0.0,1.0,7
372,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2052,15,52,121,0.9927431059506531,0.9752851711026616,0.983936705825941,0.9275766016713092,0.11029411764705882,0.0,1.0,2
373,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2030,13,73,124,0.9936368086147822,0.9652876842605801,0.9792571152918476,0.9061696658097687,0.0948905109489051,0.0,1.0,2
374,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2074,33,24,109,0.9843379212149976,0.988560533841754,0.9864447086801427,0.9685452162516383,0.2323943661971831,0.0,1.0,2
375,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1737,41,84,378,0.9769403824521935,0.9538714991762768,0.9652681300361211,0.87518573551263,0.09785202863961814,0.0,1.0,6
376,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1920,86,69,165,0.9571286141575274,0.9653092006033183,0.9612015018773467,0.9015691868758916,0.3426294820717131,0.0,1.0,4
377,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2013,13,42,172,0.993583415597236,0.9795620437956204,0.9865229110512129,0.9431345353675451,0.07027027027027027,0.0007496251874062968,1.0,3
378,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1934,12,27,267,0.9938335046248715,0.9862315145334013,0.9900179165600205,0.9622377622377623,0.043010752688172046,0.0,1.0,4
379,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1642,70,69,459,0.9591121495327103,0.9596727060198714,0.9593923458954134,0.8908227848101266,0.1323251417769376,0.0,1.0,7
380,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1924,40,20,256,0.9796334012219959,0.9897119341563786,0.9846468781985671,0.972463768115942,0.13513513513513514,0.0007974481658692185,1.0,4
381,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1906,53,67,214,0.9729453802960695,0.9660415610745058,0.9694811800610377,0.8987915407854985,0.19850187265917604,0.0,1.0,5
382,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1926,16,27,271,0.9917610710607621,0.9861751152073732,0.9889602053915275,0.9640179910044977,0.05574912891986063,0.0023328149300155523,0.9722222222222222,5
383,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1890,79,41,230,0.9598781107160995,0.9787674779906784,0.9692307692307692,0.942008486562942,0.255663430420712,0.0,1.0,6
384,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1913,49,39,239,0.9750254841997962,0.9800204918032787,0.9775166070516096,0.9446022727272727,0.1701388888888889,0.0,1.0,4
385,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1787,83,61,309,0.955614973262032,0.966991341991342,0.9612694997310381,0.9077155824508321,0.21173469387755103,0.0,1.0,5
386,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2216,0,24,0,1.0,0.9892857142857143,0.9946140035906643,0.9694656488549618,0.0,0.0,1.0,0
387,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1940,43,24,233,0.978315683308119,0.9877800407331976,0.9830250823410186,0.9664804469273743,0.15579710144927536,0.0,1.0,4
388,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2039,38,52,111,0.9817043813192105,0.9751315160210425,0.9784069097888675,0.9260312944523471,0.2550335570469799,0.0,1.0,3
389,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1873,33,25,309,0.9826862539349422,0.9868282402528978,0.9847528916929547,0.9645892351274787,0.09649122807017543,0.0,1.0,5
390,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2042,16,18,164,0.9922254616132167,0.9912621359223301,0.9917435648372996,0.9769959404600812,0.08888888888888889,0.000757002271006813,1.0,3
391,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1964,24,74,178,0.9879275653923542,0.9636898920510304,0.9756582215598609,0.8995929443690638,0.1188118811881188,0.0,1.0,3
392,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1842,34,85,279,0.9818763326226013,0.9558899844317592,0.9687089140152512,0.8789173789173789,0.10862619808306709,0.0,1.0,4
393,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1808,28,2,402,0.9847494553376906,0.9988950276243094,0.9917718047174986,0.998468606431853,0.06511627906976744,0.000864304235090752,1.0,6
394,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2075,21,55,89,0.9899809160305344,0.9741784037558685,0.9820160908660671,0.935251798561151,0.19090909090909092,0.0007716049382716049,1.0,2
395,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1869,55,53,263,0.9714137214137214,0.9724245577523413,0.9719188767550702,0.9203125,0.17295597484276728,0.0015600624024961,1.0,5
396,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1877,65,74,224,0.966529351184346,0.9620707329574577,0.9642948882609813,0.8893871449925261,0.22491349480968859,0.0,1.0,4
397,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1872,58,86,224,0.9699481865284975,0.9560776302349336,0.9629629629629629,0.8748180494905385,0.20567375886524822,0.0,1.0,4
398,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1902,40,106,192,0.9794026776519053,0.9472111553784861,0.9630379746835444,0.8504936530324401,0.1724137931034483,0.0,1.0,3
399,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1944,30,43,223,0.9848024316109423,0.9783593356819326,0.9815703105276444,0.9400278940027894,0.11857707509881422,0.0,1.0,5
400,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1882,15,59,284,0.9920927780706379,0.9696032972694487,0.9807191245440334,0.9136163982430454,0.05016722408026756,0.0,1.0,5
401,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1874,76,44,246,0.961025641025641,0.9770594369134515,0.9689762150982419,0.9389736477115118,0.2360248447204969,0.0,1.0,5
402,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1907,18,17,298,0.9906493506493507,0.9911642411642412,0.9909067290205249,0.9749631811487481,0.056962025316455694,0.0,1.0,6
403,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2030,5,117,88,0.9975429975429976,0.9455053563111319,0.970827355332377,0.8526448362720404,0.053763440860215055,0.0,1.0,2
404,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1933,50,57,200,0.9747856782652546,0.971356783919598,0.9730682104203373,0.9197183098591549,0.2,0.0,1.0,4
405,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1819,15,46,360,0.9918211559432933,0.9753351206434316,0.9835090565017572,0.9294478527607362,0.04,0.0,1.0,5
406,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1915,12,67,246,0.9937727036844837,0.9661957618567104,0.9797902276797136,0.9110225763612217,0.046511627906976744,0.0,1.0,4
407,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1739,64,85,352,0.9645036051026068,0.9533991228070176,0.9589192169837332,0.8703125,0.15384615384615385,0.0016891891891891893,1.0,5
408,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1908,65,96,171,0.9670552458185504,0.9520958083832335,0.9595172240382198,0.8709677419354839,0.2754237288135593,0.0,1.0,5
409,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1768,48,74,350,0.973568281938326,0.9598262757871878,0.9666484417714598,0.8895522388059701,0.12060301507537688,0.0,1.0,6
410,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1621,36,20,563,0.9782739891369946,0.987812309567337,0.9830200121285627,0.9649446494464945,0.06010016694490818,0.0009099181073703367,1.0,7
411,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2086,18,39,97,0.9914448669201521,0.9816470588235294,0.9865216363206432,0.9496124031007752,0.1565217391304348,0.0,1.0,2
412,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2006,24,76,134,0.9881773399014778,0.9634966378482228,0.9756809338521399,0.8974008207934336,0.1518987341772152,0.0007401924500370096,1.0,3
413,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1676,107,19,438,0.9399887829500841,0.9887905604719764,0.9637722829212192,0.9682274247491639,0.1963302752293578,0.0,1.0,9
414,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2077,3,56,104,0.9985576923076923,0.9737458977965308,0.9859957275100879,0.9262187088274044,0.028037383177570093,0.0,1.0,2
415,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1986,37,44,173,0.9817103311913,0.9783251231527094,0.9800148038490006,0.9338345864661655,0.1761904761904762,0.0,1.0,4
416,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1873,22,26,319,0.9883905013192612,0.9863085834649815,0.9873484449130205,0.9579967689822294,0.06451612903225806,0.0,1.0,5
417,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2058,24,51,107,0.9884726224783862,0.9758179231863442,0.9821045096635648,0.93296853625171,0.183206106870229,0.001451378809869376,1.0,3
418,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1963,25,27,225,0.9874245472837022,0.9864321608040201,0.9869281045751633,0.9631205673758865,0.1,0.0007782101167315176,1.0,5
419,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1857,39,65,279,0.9794303797468354,0.9661810613943809,0.9727606076479831,0.8988941548183255,0.12264150943396226,0.0007757951900698216,1.0,5
420,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1881,86,32,241,0.9562785968479919,0.9832723470987977,0.9695876288659794,0.957004160887656,0.26299694189602446,0.0008389261744966443,1.0,6
421,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1937,55,83,165,0.9723895582329317,0.9589108910891089,0.9656031904287138,0.8867403314917127,0.25,0.0007716049382716049,1.0,3
422,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1983,15,61,181,0.9924924924924925,0.9701565557729941,0.9811974270163285,0.9174560216508796,0.07653061224489796,0.0,1.0,3
423,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,1796,30,44,370,0.9835706462212487,0.9760869565217392,0.9798145117294054,0.9352941176470588,0.075,0.0,1.0,7
424,certificate,3,42.0,1.0,0.96,6.0,0.0,0.0,2045,21,50,124,0.989835430784124,0.9761336515513126,0.9829367940398942,0.9364864864864865,0.14482758620689656,0.002214022140221402,1.0,2
