episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events,scenario
652,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1987,33,99,121,0.9836633663366336,0.9525407478427612,0.9678519240136385,0.8667563930013459,0.21428571428571427,0.0,1.0,3,false_positive_25pct
653,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1802,107,72,259,0.9439497118910424,0.9615795090715048,0.9526830557758393,0.890937019969278,0.2923497267759563,0.0008176614881439084,1.0,6,false_positive_25pct
654,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2037,16,125,62,0.9922065270336093,0.9421831637372803,0.9665480427046262,0.8462484624846248,0.20512820512820512,0.0,1.0,1,false_positive_25pct
655,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1697,117,45,381,0.9355016538037486,0.9741676234213548,0.954443194600675,0.9308176100628931,0.23493975903614459,0.0009041591320072332,1.0,9,false_positive_25pct
656,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1740,109,29,362,0.9410492157923201,0.9836065573770492,0.9618573797678275,0.9546875,0.23142250530785563,0.0,1.0,5,false_positive_25pct
657,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2022,70,62,86,0.9665391969407265,0.9702495201535508,0.9683908045977011,0.9159779614325069,0.44871794871794873,0.0007363770250368188,1.0,2,false_positive_25pct
658,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1705,135,181,219,0.9266304347826086,0.9040296924708378,0.9151905528717124,0.7316341829085458,0.3813559322033898,0.0016406890894175555,1.0,4,false_positive_25pct
659,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1781,88,75,296,0.9529159978598181,0.9595905172413793,0.9562416107382552,0.8873873873873874,0.22916666666666666,0.0,1.0,6,false_positive_25pct
660,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1820,76,107,237,0.959915611814346,0.9444732745199792,0.9521318336385037,0.8487874465049928,0.24281150159744408,0.0008156606851549756,1.0,4,false_positive_25pct
661,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2099,31,52,58,0.9854460093896713,0.9758251975825197,0.9806120065405279,0.9265129682997119,0.34831460674157305,0.0006863417982155113,1.0,1,false_positive_25pct
662,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1738,88,86,328,0.9518072289156626,0.9528508771929824,0.9523287671232877,0.8612040133779264,0.21153846153846154,0.0024469820554649264,1.0,6,false_positive_25pct
663,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1687,177,55,321,0.9050429184549357,0.9684270952927669,0.9356627842484747,0.9098360655737705,0.35542168674698793,0.0,1.0,6,false_positive_25pct
664,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1852,118,44,226,0.9401015228426396,0.9767932489451476,0.9580962234868081,0.9352409638554217,0.3430232558139535,0.0008116883116883117,1.0,5,false_positive_25pct
665,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1908,61,75,196,0.9690198070086338,0.962178517397882,0.9655870445344129,0.8983286908077994,0.23735408560311283,0.0015810276679841897,1.0,5,false_positive_25pct
666,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1923,22,111,184,0.9886889460154241,0.9454277286135693,0.9665745162101029,0.852,0.10679611650485436,0.0,1.0,3,false_positive_25pct
667,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1714,92,102,332,0.9490586932447398,0.9438325991189427,0.9464384318056323,0.8430769230769231,0.2169811320754717,0.0,1.0,7,false_positive_25pct
668,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1940,86,47,167,0.9575518262586377,0.9763462506290891,0.9668577124345875,0.9243156199677939,0.33992094861660077,0.0,1.0,4,false_positive_25pct
669,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2150,25,34,31,0.9885057471264368,0.9844322344322345,0.9864647855012618,0.9574468085106383,0.44642857142857145,0.0013966480446927375,1.0,1,false_positive_25pct
670,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1866,114,57,203,0.9424242424242424,0.9703588143525741,0.9561875480399692,0.9153046062407132,0.35962145110410093,0.0,1.0,4,false_positive_25pct
671,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1983,69,12,176,0.966374269005848,0.9939849624060151,0.9799851742031135,0.9847645429362881,0.2816326530612245,0.0007855459544383347,1.0,4,false_positive_25pct
672,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1933,60,6,241,0.9698946312092324,0.9969056214543579,0.9832146490335707,0.992816091954023,0.19933554817275748,0.0008045052292839903,1.0,4,false_positive_25pct
673,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2006,51,78,105,0.9752066115702479,0.9625719769673704,0.9688481043226272,0.9006369426751593,0.3269230769230769,0.0,1.0,5,false_positive_25pct
674,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1942,24,29,245,0.987792472024415,0.9852866565195332,0.9865379730759462,0.9590973201692524,0.08921933085501858,0.0,1.0,4,false_positive_25pct
675,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1943,37,27,233,0.9813131313131314,0.9862944162436548,0.9837974683544303,0.9607558139534884,0.13703703703703704,0.0,1.0,4,false_positive_25pct
676,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2032,30,24,154,0.98545101842871,0.9883268482490273,0.9868868382710054,0.9667128987517337,0.16304347826086957,0.0,1.0,3,false_positive_25pct
677,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2009,53,79,99,0.9742967992240543,0.9621647509578544,0.9681927710843373,0.897196261682243,0.34868421052631576,0.0014936519790888724,1.0,3,false_positive_25pct
678,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1972,39,55,174,0.9806066633515664,0.9728663048840651,0.9767211490837049,0.9305373525557011,0.18309859154929578,0.0015822784810126582,1.0,3,false_positive_25pct
679,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1838,59,86,257,0.9688982604111755,0.9553014553014553,0.9620518188955771,0.8805555555555555,0.18670886075949367,0.0,1.0,4,false_positive_25pct
680,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1938,28,116,158,0.9857578840284842,0.943524829600779,0.9641791044776119,0.8454301075268817,0.15053763440860216,0.0007633587786259542,1.0,2,false_positive_25pct
681,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1791,106,77,266,0.9441222983658408,0.958779443254818,0.951394422310757,0.8880813953488372,0.2849462365591398,0.0,1.0,6,false_positive_25pct
682,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2064,20,40,116,0.9904030710172744,0.9809885931558935,0.9856733524355301,0.9530864197530864,0.14705882352941177,0.0015455950540958269,1.0,2,false_positive_25pct
683,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1780,101,78,281,0.9463051568314726,0.9580193756727664,0.9521262369617545,0.8779342723004695,0.2643979057591623,0.0,1.0,7,false_positive_25pct
684,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1763,93,76,308,0.9498922413793104,0.958673191952148,0.9542625169147496,0.8841940532081377,0.23192019950124687,0.0016666666666666668,1.0,5,false_positive_25pct
685,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1888,86,85,181,0.9564336372847011,0.9569183983781044,0.9566759564225994,0.8766328011611031,0.32209737827715357,0.0,1.0,5,false_positive_25pct
686,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1823,131,26,260,0.9329580348004094,0.9859383450513791,0.958716802524323,0.9625187406296851,0.3350383631713555,0.0008460236886632825,1.0,6,false_positive_25pct
687,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1939,66,66,169,0.9670822942643391,0.9670822942643391,0.9670822942643391,0.8970358814352574,0.28085106382978725,0.0,1.0,3,false_positive_25pct
688,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1998,30,58,154,0.985207100591716,0.9717898832684825,0.9784524975514203,0.9156976744186046,0.16304347826086957,0.0,1.0,3,false_positive_25pct
689,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1731,108,202,199,0.9412724306688418,0.8954992240041386,0.9178154825026511,0.7154929577464789,0.3517915309446254,0.0,1.0,4,false_positive_25pct
690,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1971,37,56,176,0.9815737051792829,0.9723729649728663,0.9769516728624535,0.9232914923291492,0.17370892018779344,0.0007633587786259542,1.0,3,false_positive_25pct
691,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1982,54,79,125,0.9734774066797642,0.9616690926734595,0.9675372223578228,0.9001297016861219,0.3016759776536313,0.0015503875968992248,1.0,3,false_positive_25pct
692,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1774,58,38,370,0.9683406113537117,0.9790286975717439,0.9736553238199781,0.9429892141756548,0.13551401869158877,0.0008598452278589854,1.0,6,false_positive_25pct
693,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1836,94,67,243,0.9512953367875647,0.9647924330005255,0.957996347508479,0.902046783625731,0.2789317507418398,0.0,1.0,4,false_positive_25pct
694,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1743,64,69,364,0.9645821804095185,0.9619205298013245,0.9632495164410058,0.8868852459016393,0.14953271028037382,0.0,1.0,6,false_positive_25pct
695,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1950,18,66,206,0.9908536585365854,0.9672619047619048,0.9789156626506024,0.9081920903954802,0.08035714285714286,0.0007645259938837921,1.0,4,false_positive_25pct
696,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1909,28,67,236,0.9855446566855963,0.9660931174089069,0.9757219524661386,0.9043478260869565,0.10606060606060606,0.0007776049766718507,1.0,4,false_positive_25pct
697,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1755,64,47,374,0.9648158328752061,0.9739178690344062,0.9693454846727424,0.9258675078864353,0.1461187214611872,0.0,1.0,7,false_positive_25pct
698,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2018,63,35,124,0.9697260932244114,0.9829517778860205,0.9762941461054669,0.9529569892473119,0.33689839572192515,0.0,1.0,3,false_positive_25pct
699,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2031,31,63,115,0.9849660523763336,0.9699140401146131,0.9773820981713186,0.9164420485175202,0.21232876712328766,0.0007396449704142012,1.0,2,false_positive_25pct
700,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1907,37,29,267,0.9809670781893004,0.9850206611570248,0.9829896907216495,0.9610738255033557,0.12171052631578948,0.0,1.0,4,false_positive_25pct
701,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1776,107,139,218,0.9431757833244823,0.9274151436031332,0.9352290679304898,0.7903469079939668,0.3292307692307692,0.0,1.0,6,false_positive_25pct
702,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1743,87,54,356,0.9524590163934427,0.9699499165275459,0.9611248966087675,0.9179566563467493,0.1963882618510158,0.0008688097306689834,1.0,5,false_positive_25pct
703,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2161,11,50,18,0.9949355432780848,0.9773857982813207,0.9860825918320785,0.9377431906614786,0.3793103448275862,0.001388888888888889,1.0,1,false_positive_25pct
704,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1714,132,96,298,0.9284940411700975,0.9469613259668508,0.937636761487965,0.8361774744027304,0.30697674418604654,0.0,1.0,6,false_positive_25pct
705,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1821,84,28,307,0.9559055118110236,0.9848566792861005,0.9701651571656899,0.9561128526645768,0.21483375959079284,0.0,1.0,7,false_positive_25pct
706,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2050,79,42,69,0.9628933771723814,0.9799235181644359,0.9713338071547026,0.948019801980198,0.5337837837837838,0.0,1.0,3,false_positive_25pct
707,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1992,42,49,157,0.9793510324483776,0.9759921607055365,0.9776687116564418,0.9310829817158931,0.21105527638190955,0.0,1.0,4,false_positive_25pct
708,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1812,68,71,289,0.9638297872340426,0.9622942113648434,0.963061387191071,0.8929110105580694,0.19047619047619047,0.0,1.0,5,false_positive_25pct
709,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2055,50,43,92,0.9762470308788599,0.9795042897998093,0.9778729478943612,0.9434724091520862,0.352112676056338,0.0007380073800738007,1.0,2,false_positive_25pct
710,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2111,6,78,45,0.9971658006613132,0.9643672910004568,0.9804923362749652,0.8996088657105606,0.11764705882352941,0.0007032348804500703,1.0,1,false_positive_25pct
711,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1596,142,39,463,0.9182968929804373,0.9761467889908257,0.9463385710050402,0.9307282415630551,0.23471074380165288,0.0,1.0,7,false_positive_25pct
712,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2011,52,25,152,0.9747939893359185,0.987721021611002,0.9812149304708465,0.9680851063829787,0.2549019607843137,0.000778816199376947,1.0,4,false_positive_25pct
713,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1809,84,105,242,0.9556259904912837,0.945141065830721,0.950354609929078,0.8491379310344828,0.25766871165644173,0.0,1.0,6,false_positive_25pct
714,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1923,62,44,211,0.9687657430730479,0.9776309100152516,0.9731781376518218,0.9383954154727794,0.2271062271062271,0.0007880220646178094,1.0,4,false_positive_25pct
715,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1862,88,67,223,0.9548717948717949,0.9652669777086573,0.960041247744264,0.902332361516035,0.2829581993569132,0.0,1.0,4,false_positive_25pct
716,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2010,57,73,100,0.9724238026124818,0.9649543927028325,0.9686746987951806,0.8995873452544704,0.3630573248407643,0.0,1.0,3,false_positive_25pct
717,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1956,74,32,178,0.9635467980295567,0.9839034205231388,0.9736187157789946,0.958217270194986,0.29365079365079366,0.0015748031496062992,1.0,5,false_positive_25pct
718,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2045,14,31,150,0.9932005828071879,0.9850674373795761,0.989117291414752,0.958041958041958,0.08536585365853659,0.0007347538574577516,1.0,2,false_positive_25pct
719,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,2028,62,65,85,0.970334928229665,0.968944099378882,0.9696390150609612,0.9142091152815014,0.4217687074829932,0.0007423904974016332,1.0,4,false_positive_25pct
720,certificate,3,42.0,1.0,0.96,1.25,0.0,0.25,1656,63,28,493,0.9633507853403142,0.9833729216152018,0.9732588892153982,0.9556650246305419,0.11330935251798561,0.0009302325581395349,1.0,8,false_positive_25pct
721,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1959,53,95,133,0.9736580516898609,0.9537487828627069,0.9636005902606984,0.8837209302325582,0.2849462365591398,0.0,1.0,3,false_positive_50pct
722,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2142,59,35,4,0.9731940027260336,0.9839228295819936,0.9785290086797624,0.9528301886792453,0.9365079365079365,0.0,1.0,1,false_positive_50pct
723,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1856,162,42,180,0.9197224975222993,0.9778714436248683,0.947906026557712,0.9410112359550562,0.47368421052631576,0.0,1.0,4,false_positive_50pct
724,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1992,59,29,160,0.9712335446123842,0.9856506679861454,0.9783889980353635,0.9629629629629629,0.2694063926940639,0.0,1.0,2,false_positive_50pct
725,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2043,113,37,47,0.9475881261595547,0.9822115384615384,0.9645892351274787,0.9507523939808481,0.70625,0.0007412898443291327,1.0,3,false_positive_50pct
726,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1706,190,80,264,0.8997890295358649,0.9552071668533034,0.9266702878870179,0.8694942903752039,0.4185022026431718,0.0,1.0,4,false_positive_50pct
727,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1952,176,18,94,0.9172932330827067,0.9908629441624366,0.9526598340653977,0.9743223965763196,0.6518518518518519,0.0,1.0,2,false_positive_50pct
728,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1785,153,132,170,0.9210526315789473,0.9311424100156495,0.9260700389105059,0.8169209431345353,0.47368421052631576,0.0,1.0,3,false_positive_50pct
729,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2034,105,59,42,0.9509116409537167,0.9718107978977544,0.9612476370510398,0.9188445667125172,0.7142857142857143,0.0,1.0,2,false_positive_50pct
730,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1872,189,43,136,0.9082969432314411,0.9775456919060053,0.9416498993963782,0.9390934844192634,0.5815384615384616,0.0,1.0,5,false_positive_50pct
731,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1980,77,81,102,0.9625668449197861,0.9606986899563319,0.9616318601262749,0.8858381502890174,0.4301675977653631,0.0014609203798392988,1.0,2,false_positive_50pct
732,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1873,171,149,47,0.9163405088062623,0.9263105835806132,0.9212985735366453,0.7967257844474761,0.7844036697247706,0.0,1.0,2,false_positive_50pct
733,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1782,222,140,96,0.8892215568862275,0.927159209157128,0.9077941925624045,0.8016997167138811,0.6981132075471698,0.0,1.0,3,false_positive_50pct
734,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2073,36,43,88,0.9829302987197724,0.9796786389413988,0.9813017751479289,0.946360153256705,0.2903225806451613,0.0007501875468867217,1.0,2,false_positive_50pct
735,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2146,0,94,0,1.0,0.9580357142857143,0.9785681714546284,0.8864734299516909,0.0,0.0,1.0,0,false_positive_50pct
736,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1700,295,102,143,0.8521303258145363,0.9433962264150944,0.8954437713984724,0.8341543513957307,0.6735159817351598,0.0008382229673093043,1.0,5,false_positive_50pct
737,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1860,107,106,167,0.945602440264362,0.9460834181078331,0.9458428680396644,0.86875,0.3905109489051095,0.0008576329331046312,1.0,2,false_positive_50pct
738,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2140,7,41,52,0.9967396367023754,0.9812012838147639,0.9889094269870611,0.9467532467532468,0.11864406779661017,0.0,1.0,1,false_positive_50pct
739,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1677,142,63,358,0.9219351291918637,0.9637931034482758,0.9423995504355156,0.9029275808936826,0.284,0.0,1.0,6,false_positive_50pct
740,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1847,200,23,170,0.9022960429897411,0.9877005347593583,0.9430686750063825,0.9654135338345865,0.5405405405405406,0.0,1.0,3,false_positive_50pct
741,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1853,172,72,143,0.9150617283950617,0.9625974025974026,0.9382278481012657,0.8938714499252616,0.546031746031746,0.0007961783439490446,1.0,4,false_positive_50pct
742,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2043,38,74,85,0.9817395482940894,0.9650448748228625,0.973320628870891,0.8953488372093024,0.3089430894308943,0.0013995801259622112,1.0,3,false_positive_50pct
743,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1919,115,52,154,0.9434611602753196,0.9736174530695079,0.9583021223470661,0.9214501510574018,0.4275092936802974,0.0,1.0,3,false_positive_50pct
744,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1900,125,85,130,0.9382716049382716,0.9571788413098237,0.9476309226932669,0.877906976744186,0.49019607843137253,0.0007710100231303007,1.0,2,false_positive_50pct
745,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1824,160,165,91,0.9193548387096774,0.9170437405731523,0.9181978353888748,0.7792732166890982,0.6374501992031872,0.0008025682182985554,1.0,2,false_positive_50pct
746,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1678,279,21,262,0.85743484925907,0.9876397881106533,0.9179431072210066,0.9663865546218487,0.5157116451016636,0.0009057971014492754,1.0,6,false_positive_50pct
747,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1844,100,124,172,0.948559670781893,0.9369918699186992,0.9427402862985684,0.8165413533834587,0.36764705882352944,0.0015349194167306216,1.0,5,false_positive_50pct
748,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2160,34,24,22,0.9845031905195989,0.989010989010989,0.9867519415258109,0.9699738903394256,0.6071428571428571,0.0007052186177715092,1.0,1,false_positive_50pct
749,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2134,48,58,0,0.9780018331805683,0.9735401459854015,0.9757658893461363,0.9269521410579346,1.0,0.0,1.0,0,false_positive_50pct
750,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1685,203,77,275,0.892478813559322,0.9562996594778661,0.9232876712328767,0.8800623052959502,0.4246861924686193,0.0,1.0,5,false_positive_50pct
751,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1857,168,148,67,0.917037037037037,0.9261845386533666,0.9215880893300248,0.795774647887324,0.7148936170212766,0.0023166023166023165,1.0,2,false_positive_50pct
752,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1919,105,79,137,0.9481225296442688,0.9604604604604604,0.9542516161113873,0.8879432624113475,0.43388429752066116,0.0,1.0,2,false_positive_50pct
753,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1913,95,30,202,0.9526892430278885,0.9845599588265569,0.9683624398886358,0.9567723342939481,0.31986531986531985,0.0,1.0,4,false_positive_50pct
754,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1902,268,27,43,0.8764976958525346,0.9860031104199067,0.928031227128568,0.9602446483180428,0.8617363344051447,0.000784313725490196,1.0,1,false_positive_50pct
755,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1969,117,21,133,0.9439117929050815,0.9894472361809046,0.9661432777232581,0.97165991902834,0.468,0.0,1.0,5,false_positive_50pct
756,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1883,199,16,142,0.904418828049952,0.9915745129015271,0.9459934689776438,0.9755725190839695,0.5835777126099707,0.0,1.0,3,false_positive_50pct
757,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2089,75,39,37,0.9653419593345656,0.9816729323308271,0.9734389561975769,0.9549878345498783,0.6696428571428571,0.0015313935681470138,1.0,2,false_positive_50pct
758,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1875,207,81,77,0.9005763688760807,0.9585889570552147,0.9286775631500743,0.8837209302325582,0.7288732394366197,0.0007886435331230284,1.0,5,false_positive_50pct
759,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1929,108,52,151,0.946980854197349,0.9737506309944473,0.960179193628671,0.9259259259259259,0.416988416988417,0.0,1.0,3,false_positive_50pct
760,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2008,89,62,81,0.9575584167858846,0.970048309178744,0.9637628989680825,0.9207161125319693,0.5235294117647059,0.0,1.0,2,false_positive_50pct
761,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1965,80,98,97,0.960880195599022,0.9524963645176927,0.9566699123661149,0.8625525946704067,0.4519774011299435,0.0,1.0,1,false_positive_50pct
762,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1964,154,64,58,0.927289896128423,0.9684418145956607,0.9474191992281717,0.9169960474308301,0.7264150943396226,0.0007880220646178094,1.0,2,false_positive_50pct
763,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1859,288,61,32,0.8658593386120168,0.9682291666666667,0.9141873616916646,0.9130434782608695,0.9,0.0008130081300813008,1.0,2,false_positive_50pct
764,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1804,101,35,300,0.946981627296588,0.9809679173463839,0.9636752136752137,0.948905109489051,0.2518703241895262,0.0,1.0,6,false_positive_50pct
765,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1948,126,84,82,0.9392478302796529,0.9586614173228346,0.9488553336580614,0.8882907133243607,0.6057692307692307,0.0007757951900698216,1.0,2,false_positive_50pct
766,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1863,101,21,255,0.9485743380855397,0.9888535031847133,0.9682952182952183,0.967948717948718,0.28370786516853935,0.0007936507936507937,1.0,5,false_positive_50pct
767,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1976,57,54,153,0.9719626168224299,0.9733990147783251,0.9726802855033228,0.9287598944591029,0.2714285714285714,0.0,1.0,3,false_positive_50pct
768,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1969,103,93,75,0.9502895752895753,0.954898157129001,0.9525882922109338,0.8761776581426649,0.5786516853932584,0.000758150113722517,1.0,1,false_positive_50pct
769,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1781,248,35,176,0.877772301626417,0.9807268722466961,0.9263979193758128,0.9497126436781609,0.5849056603773585,0.0,1.0,2,false_positive_50pct
770,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2114,60,46,20,0.9724011039558418,0.9787037037037037,0.9755422242731888,0.9405684754521964,0.75,0.0,1.0,1,false_positive_50pct
771,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1745,259,132,104,0.8707584830339321,0.9296750133191263,0.8992527699046637,0.7993874425727412,0.7134986225895317,0.0008169934640522876,1.0,4,false_positive_50pct
772,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2001,71,47,121,0.9657335907335908,0.97705078125,0.9713592233009709,0.9434889434889435,0.3697916666666667,0.0008103727714748784,1.0,4,false_positive_50pct
773,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1917,139,0,184,0.9323929961089494,1.0,0.9650138434432419,1.0,0.43034055727554177,0.0,1.0,3,false_positive_50pct
774,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2015,66,71,88,0.9682844786160499,0.9659635666347076,0.9671226301895849,0.9086229086229086,0.42857142857142855,0.0,1.0,2,false_positive_50pct
775,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1824,170,105,141,0.9147442326980942,0.9455676516329704,0.9299005862860056,0.8583106267029973,0.5466237942122186,0.0008368200836820083,1.0,6,false_positive_50pct
776,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2068,83,47,42,0.9614132961413296,0.9777777777777777,0.9695264885138303,0.9401041666666666,0.664,0.0007423904974016332,1.0,1,false_positive_50pct
777,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2061,97,36,46,0.9550509731232623,0.9828326180257511,0.9687426556991774,0.9518716577540107,0.6783216783216783,0.0,1.0,2,false_positive_50pct
778,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1771,241,45,183,0.8802186878727635,0.9752202643171806,0.9252873563218391,0.9358974358974359,0.5683962264150944,0.0,1.0,4,false_positive_50pct
779,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1984,116,77,63,0.9447619047619048,0.9626394953905871,0.9536169190098535,0.9029003783102144,0.6480446927374302,0.0,1.0,1,false_positive_50pct
780,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1873,204,92,71,0.9017814155031295,0.9531806615776082,0.9267689262741217,0.8727524204702628,0.7418181818181818,0.0,1.0,3,false_positive_50pct
781,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1963,110,59,108,0.9469368065605402,0.9708209693372898,0.9587301587301588,0.9143686502177069,0.5045871559633027,0.0,1.0,2,false_positive_50pct
